gene	log2FoldChange
Ciao1	0.225214256
puf	0.225307274
CG6847	0.225349427
az2	0.225362498
GILT2	0.225365798
Nxf3	0.225595753
RhoGAP15B	0.226279257
CG10189	0.226281357
tok	0.226315243
Pdcd4	0.226941772
CG8602	0.22708374
dock	0.227188029
nvy	0.227420213
CG30046	0.227604148
Eip93F	0.227642263
CG12713	0.228128617
scrib	0.228408939
CG1738	0.228420662
px	0.228447839
REPTOR	0.228454146
CG1529	0.229165021
CG31548	0.229198176
form3	0.229225982
Drat	0.229349485
CG12728	0.229457736
Ranbp11	0.229620298
su(sable)	0.229689896
CG4462	0.229728528
CG2444	0.229758305
CG34265	0.229792453
T-cp1	0.229953614
CG33995	0.229986716
CG12219	0.230001178
CG14566	0.230182731
betaCOP	0.230272123
SP1029	0.230321331
CG16959	0.23047015
CG44001	0.230497346
Gcn2	0.230651678
AhcyL1	0.230784882
CG12182	0.231150134
CG10470	0.231271079
CG5287	0.231399178
MED15	0.231433238
prtp	0.231512898
MCTS1	0.231777035
IKKbeta	0.231877968
CG7560	0.231895454
Smu1	0.231927614
yki	0.232353754
CG5080	0.232622612
CG14312	0.23283483
dtn	0.232858933
sbb	0.232960942
pds5	0.233106529
CG9149	0.233159378
rdgB	0.233364987
Acox57D-p	0.233413691
CG17746	0.233469706
CG3226	0.23368495
fu12	0.233709134
CG6175	0.233839119
LanB1	0.23427737
Bre1	0.234361845
CG16791	0.23455163
CR45223	0.234829848
CG32695	0.235157622
Der-1	0.235461011
Liprin-beta	0.235486689
spen	0.235518836
Wnt4	0.235610623
CG34371	0.235771037
CG32815	0.235864313
Cyp28d2	0.23612679
CG2145	0.236354571
Rab10	0.23672331
CG7049	0.23688143
CG12128	0.236935153
Bet1	0.237067195
CG9689	0.237366058
Cow	0.237384724
pum	0.237568595
boil	0.237884319
CG11141	0.237897439
Rpi	0.238218894
CG6765	0.238488196
CR44023	0.238598384
CR44320	0.238756916
CG4301	0.238833066
CG8569	0.238928315
Ubc10	0.239089187
CG10809	0.239330253
CG14408	0.239446299
CR44206	0.239815459
CG2685	0.240150399
Sp1	0.240189076
CG42697	0.240199827
Ptp99A	0.240274306
laza	0.240382709
CG8010	0.240589788
robo2	0.240956189
CG1440	0.241117165
Dnz1	0.241169288
salr	0.2411753
slp2	0.241330037
CG34383	0.241453124
Cp7Fa	0.241708815
CG30389	0.241709618
Daxx	0.241738735
CG1344	0.241801511
CG30020	0.241894426
Tnks	0.242229404
Sac1	0.242288861
qsm	0.242328371
Strn-Mlck	0.242383601
Bap111	0.242429011
CG8586	0.242642979
SoxN	0.242723163
CG8833	0.242821901
CG4393	0.242877072
CG3678	0.243315839
Snmp2	0.243414883
CG8468	0.243761156
fand	0.243806027
Fur1	0.243813703
CG31189	0.243900248
CG11147	0.243969503
EcR	0.244046674
ETHR	0.244069289
nAChRalpha1	0.244593066
DIP-eta	0.244755183
CG34208	0.244804853
CG17266	0.244984892
MetRS	0.245206881
CG9948	0.245208213
mRpL44	0.245309979
gogo	0.245683232
Ugt	0.245955646
CG17333	0.246236289
CG13075	0.246470278
wnd	0.246652866
hay	0.246753126
CG10420	0.246761525
hop	0.246847272
Mps1	0.2470454
CG30151	0.247142747
CG12134	0.247393788
CG32066	0.247653825
lt	0.247790653
PCB	0.248022704
Cad86C	0.248128098
MYPT-75D	0.248380882
sgg	0.248434241
ssp2	0.248583508
CG46311	0.2489969
CG11857	0.249003668
CG5604	0.249091391
CR45233	0.249163725
DNApol-delta	0.249343155
ninaA	0.249581883
FucTB	0.249648799
Lmx1a	0.249688721
CG8067	0.249798223
CG43078	0.24980631
Idgf6	0.249925572
CG8630	0.249939566
CG14964	0.24997508
Ca-alpha1D	0.250081879
CG17544	0.250092394
CG16779	0.250149309
Gprk2	0.250262366
Rok	0.250697073
CG30094	0.250786958
CG18343	0.251050458
HDAC6	0.25149372
CG31908	0.251558039
CG1129	0.251691795
Trpm	0.251754259
SPoCk	0.251866215
clu	0.251878548
CG4050	0.252278929
Timp	0.252394043
CG5910	0.252459358
CG31710	0.252477747
Cat	0.252627552
CG5390	0.252681762
Not10	0.252805408
Hsc70Cb	0.25319011
CR43635	0.253193232
CR44816	0.253303655
CR43855	0.253377101
Su(dx)	0.253502051
Mad	0.25361824
Socs36E	0.253792471
CG2865	0.253800677
Egm	0.253855694
Cyp308a1	0.254011989
CG16892	0.254016742
obst-E	0.254097109
CG43783	0.25423848
mirr	0.254517384
CG42724	0.254553209
vari	0.254565958
List	0.254767469
CR45798	0.254967051
CG17904	0.255268973
CG12672	0.255319383
Rnp4F	0.25539685
CG42246	0.255593829
CG46310	0.256051327
mip40	0.256057616
CG4854	0.256175979
Ddr	0.256178203
Slh	0.2565693
CR44898	0.256789938
Csat	0.256978602
Nsf2	0.257273127
CG13252	0.257554662
nord	0.257554708
Med	0.257900404
Hrs	0.2579903
Irp-1B	0.25812279
Gagr	0.258182345
CG43737	0.25840159
dap	0.258626823
CG1737	0.258680578
Treh	0.258732916
CG6931	0.258791007
mmy	0.258867751
CG2781	0.258897987
CR45197	0.259136544
Taf2	0.260041134
Myo10A	0.260347991
CR44922	0.260356165
mxc	0.26042483
alpha-Est10	0.26076773
Mdh1	0.260860673
upSET	0.260861755
Rip11	0.260983049
mei-9	0.260987187
CG14327	0.261137061
CG30338	0.261208445
car	0.261298037
mre11	0.261520844
Idgf3	0.261722664
Ubr3	0.26213022
rudhira	0.262252529
HisRS	0.262348841
CG7376	0.26251422
arx	0.26258321
ara	0.262848761
Ekar	0.262958474
CG11109	0.263027453
Ugt86Da	0.263100454
alpha-Est8	0.263110535
E(Pc)	0.263121344
Crys	0.263182902
Trc8	0.263233926
dia	0.263317747
Prat	0.263367039
tinc	0.263377713
CG4447	0.263817069
kn	0.264006308
stc	0.264234885
dwg	0.264238779
CG5254	0.264274822
CG46304	0.26455821
MFS16	0.264576001
Cyp4d1	0.264585259
Ncc69	0.264636856
CG12116	0.264662099
CR45319	0.264684265
CG32276	0.26483912
chb	0.265089839
CG10721	0.265181736
CG6841	0.265720195
Pex5	0.265924959
Rich	0.265943539
arr	0.266098307
Kdm4B	0.266123243
halo	0.266134179
ttk	0.266299382
Dad	0.266317979
CG14598	0.266493815
CG3815	0.266802228
HLH3B	0.266833868
c11.1	0.2668803
nahoda	0.267390457
Prosbeta4	0.267506378
capu	0.267507034
CG44837	0.267603385
CG11089	0.267804947
numb	0.267892875
Zwilch	0.268187146
Prosalpha4T1	0.268208773
CG30285	0.268222167
CG6325	0.268227812
CG2021	0.268255846
CR44813	0.268256603
CG5162	0.268380245
Ack	0.268502589
CG5642	0.268684385
CG9915	0.26883744
CG6000	0.268852235
mus101	0.269136424
CG12316	0.269339483
LRP1	0.26943958
B-H2	0.269502247
Pvf1	0.269647323
beg	0.269713218
CG31793	0.269795755
IntS4	0.269814269
tank	0.269939954
Hem	0.270184503
RhoU	0.270201757
CG11125	0.270283782
CG7568	0.270364064
CG34417	0.270575781
yip2	0.270676424
RhoGAPp190	0.270704492
vir-1	0.270911163
l(3)psg2	0.270980908
Elp1	0.271156807
CR45539	0.271214994
Ect4	0.27137604
axo	0.27163513
Rcd2	0.271675642
Imp	0.271689443
CG12379	0.27177414
lin-28	0.271778336
ktub	0.272088513
CG13337	0.272142415
ca	0.272330481
MFS9	0.272537492
CG30495	0.272887332
eIF-3p66	0.272905711
CG4557	0.272958272
roq	0.272987342
CG2118	0.273305903
Grip91	0.27347651
ken	0.273497009
bmm	0.27370941
smal	0.273977344
Elal	0.273980645
CR44097	0.274107621
Moe	0.274148942
CG13055	0.274429531
CG12991	0.274571962
CG18190	0.274958008
Pvr	0.275799704
CG10362	0.276310976
pns	0.27687849
CG11837	0.277178261
Pp2C1	0.277561343
Cyp28a5	0.277638552
CG7778	0.278058418
CG7724	0.27815411
CR45405	0.278453339
Ptr	0.278568666
DCAF12	0.278666964
TM9SF3	0.279044189
LTV1	0.279187425
sqh	0.279223762
grh	0.279289413
AnxB11	0.279365116
br	0.279489111
CG43089	0.27950537
brm	0.279793878
Akt1	0.279805626
Cad74A	0.280124674
CG9300	0.280178054
dunk	0.280659945
ADPS	0.280732144
eIF2D	0.280766385
swm	0.28098249
NimB3	0.281777096
Hip14	0.281830134
noe	0.281849223
Irk1	0.28206154
how	0.282086393
CG43647	0.282307851
Rgk2	0.282475394
slpr	0.282786406
pros	0.282824235
bif	0.282961162
SmydA-8	0.283026597
Pmm45A	0.283065704
RtcB	0.283167114
GstD10	0.283403498
CG32109	0.283800063
CG13585	0.28386839
GstO3	0.283931216
Mgstl	0.284007179
CG10492	0.284416233
Taf1	0.28443819
shg	0.284470019
CG11403	0.284504402
Sur-8	0.284541571
Nlg4	0.284626812
CR44892	0.285042986
RpIII128	0.285134835
CG13667	0.285295487
spir	0.28533935
IM3	0.285438242
CG5867	0.285578167
cindr	0.285763218
CG12581	0.286056393
Fit1	0.28624235
h	0.286504538
Atac1	0.286602776
CG7914	0.286673027
CG14103	0.286673693
Grd	0.286809596
CG2909	0.286985897
yin	0.287099396
AdSL	0.287348667
SPE	0.288031552
Bub1	0.288293151
RabX1	0.288345268
MED14	0.288800347
Hsp67Ba	0.289121209
CG9922	0.289231999
Vkor	0.289335283
mthl2	0.289344244
Adk2	0.289539569
mir-2492	0.289770499
CG31635	0.289839627
CG31108	0.29013294
Kebab	0.290478292
enc	0.290499323
Rpn8	0.290686189
Bet5	0.290712357
CG13016	0.290973063
CG42747	0.29110208
CG12721	0.29118901
CG7131	0.291318517
Sp212	0.291324805
CG11710	0.291549982
seq	0.29178754
CG11577	0.291846939
glob1	0.292031547
CG15651	0.292180617
tub	0.292415801
CG17450	0.292840854
CG11550	0.293109662
nAChRalpha3	0.29326128
ade3	0.293520935
Wdr24	0.293720065
CG34025	0.293799374
pain	0.293876747
slmo	0.294102442
Br140	0.294208534
Hn	0.294278369
gammaCOP	0.294381687
btl	0.294431523
Send2	0.294625708
Atg6	0.294687315
CG18600	0.29469238
dome	0.294845688
CG17598	0.295265331
snRNA:U1:95Cb	0.295355714
Jafrac2	0.29541511
tos	0.295562169
CG1910	0.295620553
fs(1)h	0.296056136
Fas2	0.296176147
CG12499	0.296347606
He	0.29640323
CG5335	0.297012658
CG13907	0.297190445
CG7839	0.297229422
CG3740	0.297355969
Cap-D3	0.297525875
CG42237	0.297644493
CG32767	0.297818463
CG6938	0.297921331
CG32335	0.298001035
fred	0.298199873
CG2003	0.298337775
CG8005	0.298474612
CG3267	0.298937559
Chd1	0.299120359
Tif-IA	0.299158966
Lnk	0.299711405
CG8306	0.299725124
CG8399	0.300044232
Ubi-p63E	0.300430869
CR45941	0.300561885
Gbs-70E	0.300562875
RpII33	0.30064507
CG3032	0.300661016
niki	0.300704923
CG9213	0.300769171
CG31769	0.300966836
snoRNA:Me18S-A1806	0.301154594
Larp7	0.301264954
CG3857	0.301265461
KdelR	0.301320243
sw	0.301602575
sdk	0.301811431
CG11777	0.301875487
modSP	0.302036474
C3G	0.302057764
Dhit	0.302228904
Map60	0.303011467
PDZ-GEF	0.30305568
NAA15-16	0.303340897
Snx16	0.303374795
slou	0.303769981
Sec63	0.303832461
Nup93-1	0.304092474
Gem3	0.304565192
CG17121	0.304574464
CG42699	0.304848823
CG15068	0.304895328
CR44961	0.305487871
Nup205	0.305564373
CG8545	0.306282305
CG13085	0.306362273
CG46244	0.306389899
CG14982	0.306994414
Cyp4d14	0.307014842
CG9691	0.307427661
Nrt	0.307501988
Nup50	0.308124855
CG34437	0.308358892
CG12231	0.308588831
CR44828	0.308946089
TFAM	0.309057929
ry	0.309240389
Past1	0.309404091
por	0.309846508
Wnk	0.309860706
CG11836	0.31003686
Rab3-GAP	0.310181148
CG32113	0.310511124
Muc12Ea	0.310748138
Tina-1	0.310804604
Gnf1	0.310835067
CG5913	0.310963276
OstStt3	0.311126478
CG32137	0.311336748
CR45225	0.311595586
CG43347	0.312243093
CG33093	0.312578368
Spn42Dd	0.312880386
CG11529	0.313113842
CG11652	0.313835323
CG4721	0.313838091
c(3)G	0.313955664
CG8565	0.313965037
Ptp4E	0.314435181
CG13314	0.314441459
CG14439	0.31473867
mal	0.314741737
chas	0.31476728
Pgant35A	0.314925743
CR44459	0.315098552
Tis11	0.31513397
CG7766	0.315458689
CG15701	0.315773605
ORMDL	0.316158586
CR44431	0.316522629
alphaCOP	0.31662812
mthl14	0.316668605
Drsl4	0.316744942
Sgs7	0.316781612
CG3831	0.316804088
CG16704	0.316837362
Eip75B	0.317883678
CG33993	0.317992974
MTF-1	0.31823431
GstT1	0.3183603
bowl	0.318398049
Cbs	0.318595112
mbo	0.318789531
Gbp3	0.318890847
CG14499	0.319476699
Dscam3	0.319563822
Hsp67Bc	0.319576209
SCAP	0.319610426
CG4022	0.319964564
CG6962	0.320102229
bdg	0.320837943
AOX3	0.320859875
CG10932	0.320882591
CR43958	0.321071157
Nopp140	0.321230897
FMRFaR	0.321566691
cnc	0.321572483
Hey	0.321597725
Pdk	0.321661034
ss	0.321692041
SdhB	0.321694439
CG13131	0.321777402
Obp83cd	0.321789997
CG13047	0.322270617
CG1317	0.322743672
Mtpalpha	0.322851925
CG10359	0.322902113
CG7185	0.322904005
Oatp33Ea	0.323059205
CG18368	0.323395548
Alas	0.32364268
Lrrk	0.323680294
bi	0.323821531
CG5541	0.323913911
CG3225	0.324028925
CR43900	0.324098912
Atg17	0.324268626
CG10898	0.32432163
CG6729	0.32436989
ATP7	0.32444756
CG10185	0.324600756
CG3902	0.324911747
Nplp3	0.325313689
ZnT63C	0.325325168
Ogg1	0.325884068
CG12605	0.326109916
Mct1	0.326463051
D12	0.326844119
Ser7	0.326857016
CG7747	0.327147179
CG10019	0.327796004
pre-lola-G	0.327804658
CG32369	0.32789691
CG13870	0.328060644
l(3)mbt	0.328164059
CR45204	0.328534288
Usp16-45	0.328705055
Cdk12	0.328756274
CG4250	0.329096072
CG8924	0.329435153
Dgp-1	0.329475822
Golgin245	0.330161541
jagn	0.330355121
CG42450	0.330471282
CG14196	0.330652171
Octbeta3R	0.331049315
CG1722	0.331067438
CG15894	0.331259883
CR43461	0.331479336
dbr	0.331557431
Fib	0.331668189
CR42547	0.331850498
CG3589	0.332011671
Bap170	0.332324413
CG4751	0.332646817
ome	0.332723532
ci	0.332906661
CG3394	0.333170132
Tab2	0.333426193
Mst36Fb	0.33367323
CG12171	0.333781829
GlyP	0.333887087
larp	0.334018351
CG11073	0.334358978
CG42369	0.334556969
path	0.334611887
mRpS5	0.334703374
CG4332	0.334817538
Rgk1	0.335222761
unc-13-4A	0.335499458
Fbw5	0.335962797
AdSS	0.336074179
CG8596	0.33680768
CG5065	0.336965669
cpa	0.337088221
CR45897	0.337332035
CG31272	0.337753228
TER94	0.337866577
CG32638	0.337960919
CG32170	0.337980554
l(1)G0045	0.337986038
CG7523	0.338212395
MCPH1	0.339237463
CG2292	0.33929302
Mical	0.339470744
CG9743	0.339942638
CG2025	0.339973348
CG43845	0.339994155
CG1582	0.340427084
CG8301	0.340591245
CG6745	0.340809364
CG8675	0.340933479
CG14785	0.341264166
DppIII	0.341580393
CG5535	0.341836418
CR45745	0.342198766
Ugt58Fa	0.342409467
CG7079	0.342912196
cold	0.34297017
Ranbp21	0.34301616
CG14275	0.343269093
CG13516	0.343713685
DOR	0.343743608
noi	0.343798266
CG13096	0.343898214
CG17292	0.344069782
P58IPK	0.344169011
Rbcn-3A	0.344410164
rgn	0.344559591
CG17107	0.344678989
CG10147	0.345328823
CG6429	0.345895951
JTBR	0.345919913
blot	0.345924872
CG4267	0.346116285
CG14695	0.346213479
be	0.346351249
CG13114	0.346355116
rho-4	0.346750982
GstE11	0.346942304
CG8051	0.347270095
aub	0.347316921
Vha68-2	0.347674081
CG31522	0.347745217
Jafrac1	0.347975026
alpha-Est3	0.348564793
CG31431	0.348843583
CG15739	0.348859617
CG34449	0.348970554
CG8568	0.349621499
stg	0.34965706
didum	0.349726415
piwi	0.349904991
grnd	0.349951316
pcs	0.350444711
CG32152	0.350481718
CG8239	0.350699865
out	0.351041173
Lrpprc2	0.351342608
CG1671	0.351391397
CG1698	0.351435931
Hexo1	0.351495794
CG34120	0.351760895
nkd	0.352079101
CG42389	0.352091522
Rpn2	0.352613623
CG1889	0.352654229
Sobp	0.352761661
Rif1	0.352908244
polo	0.353190194
by	0.35340621
kibra	0.353635753
Ppa	0.353790918
CG11178	0.353952225
sls	0.35396876
LIMK1	0.353986462
CR45145	0.354108868
CG11029	0.354458871
CG6415	0.354664173
CG9265	0.355116666
Fit2	0.355208315
PGRP-LF	0.355358286
CG9934	0.355377271
CG6051	0.355507231
CG12736	0.355555508
mud	0.356451052
fray	0.35646096
Pde11	0.356513051
CR45439	0.356547724
Smg5	0.356705948
CG3663	0.357107223
CG12512	0.35734402
PI4KIIIalpha	0.358190004
CR45943	0.3584247
bor	0.358560202
CG43163	0.358689273
CG33181	0.3588619
CG7518	0.359182297
CG30385	0.35923559
CG18599	0.359384048
CG10166	0.359634
alpha-Est7	0.359876032
CG16989	0.360116134
CG17786	0.360270699
SerRS	0.360627047
CG9914	0.360632734
CG13408	0.360877162
CR42860	0.361028997
Tapdelta	0.361080125
CG10562	0.361380924
CG6752	0.361546182
ubl	0.361877717
Est-6	0.362165155
CG17754	0.362208902
CG5621	0.362251934
CG6299	0.3627746
Men	0.36291591
Pmm2	0.363259306
CR43943	0.363268814
CG5991	0.363279363
CG6472	0.363424432
Fmo-2	0.363628621
cue	0.363932751
Rpn13R	0.364215714
DCX-EMAP	0.364412665
CG5033	0.364649143
Damm	0.365034426
BuGZ	0.365358642
CG17108	0.365456211
CG45050	0.365534549
CG15725	0.365554195
Nha1	0.365560626
CG4390	0.365762885
CG2023	0.3662186
CG14636	0.366730968
c12.2	0.366852753
CG12909	0.366864686
AGO2	0.366886615
CG31075	0.366903331
InR	0.366956497
Pat1	0.367054612
CG6294	0.367096757
p115	0.367352368
achi	0.367656503
Spc105R	0.367754784
CR44741	0.367781123
CG3714	0.368653648
sda	0.369095515
CG11695	0.369296348
CG1136	0.369576602
bbx	0.369884565
CG33178	0.370148895
TyrRII	0.370925703
CG8249	0.371161304
Glg1	0.371220327
CR45175	0.371351219
CG32191	0.372736273
CG11961	0.373089658
CG14803	0.373128398
CG6439	0.373312372
dpr16	0.373329625
pst	0.373401402
waw	0.373700172
CR43963	0.373809342
Buffy	0.373849
CG9596	0.37397091
kek5	0.374053433
CG14696	0.374566049
LanB2	0.375156373
Nse1	0.375581606
CG1124	0.375626961
Tango14	0.376267623
CG12112	0.376363441
ACC	0.3766267
Bx	0.377179001
esc	0.377790213
CG10383	0.377856935
CG42370	0.378002273
U4-U6-60K	0.378328496
Spn55B	0.378558581
Sr-CI	0.37857422
CG7154	0.378728286
CG43103	0.378892374
hdly	0.379810577
Ance-4	0.379970485
FASN3	0.380091553
dib	0.380146217
opm	0.380255028
CG11686	0.380391492
CG2004	0.380637187
l(2)gl	0.380709701
GlcT-1	0.380715473
Herp	0.380892164
CG13578	0.380997427
CG18130	0.381853308
ZAP3	0.382460631
Mekk1	0.382786758
CG10936	0.382895388
CG12428	0.383053592
CG3097	0.383326413
CG32103	0.383697685
Spn88Ea	0.3837166
CG13868	0.38375981
CG4313	0.383827234
stumps	0.384406277
pav	0.384413952
CG16749	0.384479252
Ir10a	0.384698601
Mfe2	0.384954433
CG32087	0.385082874
run	0.385118969
IM33	0.385119892
CG9485	0.385337101
MRE23	0.385445965
NAAT1	0.385709854
CG14985	0.386036889
CG6959	0.386777442
Txl	0.387095679
Dp1	0.387419254
CG6762	0.387681204
CG3376	0.38769109
rhi	0.388136319
CG15546	0.388817892
CG1637	0.389653458
mv	0.390261414
CG40485	0.390911757
CG5346	0.391029358
Rh3	0.391334355
CG2278	0.391374621
CG31103	0.391471265
CR45939	0.391548361
E(spl)m3-HLH	0.391773765
calypso	0.391829206
CG13151	0.391903181
Lkr	0.392466817
CG13086	0.392476129
CR42195	0.393165732
Idgf4	0.393243666
CG30203	0.39391668
CG32392	0.394172424
Ilp6	0.394382192
tadr	0.394678896
HipHop	0.39473315
aru	0.395242682
TBCD	0.395339975
CG13245	0.3955674
Ipk2	0.395656815
NUCB1	0.395852322
mtg	0.396331732
hll	0.396449084
CG31223	0.397044507
CG9928	0.397437024
CR44018	0.397979418
sick	0.398027345
Apc	0.398067128
CG34382	0.398349091
CG43116	0.398517687
aurA	0.39880873
CG8199	0.398818512
CG31538	0.399317314
CG14302	0.399321467
CR44785	0.399582676
Strica	0.399767496
CG3700	0.400008449
Hsl	0.400189828
Dredd	0.400425528
betaGlu	0.400505854
Obp99c	0.400638739
CG11122	0.400950599
tey	0.401168514
CG7272	0.401353869
HIP-R	0.401422265
PGRP-LC	0.403269791
RunxA	0.404262333
CG15861	0.405211053
Obp18a	0.405662003
clumsy	0.405694565
bond	0.405755498
CR44526	0.406169378
CG3775	0.406274033
prc	0.406345799
H15	0.40656621
Miga	0.406733606
emp	0.406937122
Hydr2	0.407005816
MBD-R2	0.407140638
Zip99C	0.407156738
capt	0.407324263
5-Sep	0.407464544
Urm1	0.407549203
sowah	0.407940277
e(y)1	0.408086139
CG10750	0.408594453
CG6785	0.40864518
CG9780	0.408662284
CG43725	0.409058621
CG43759	0.409193435
Pask	0.409197521
CG3520	0.409441762
CG30015	0.409508391
CR44775	0.409673503
Mp	0.409785835
CG14329	0.409884077
CG42675	0.409951623
Hdc	0.410011929
Rpt1	0.410181141
Cyp317a1	0.410284966
Ppat-Dpck	0.410734711
RPA2	0.411399448
snoRNA:Me28S-A2634c	0.411513024
Atx-1	0.411647031
CR45620	0.412051435
RhoGAP16F	0.412537009
CG12992	0.412881771
Irc	0.41313322
AdamTS-A	0.413674873
CG7695	0.413809378
CG8498	0.413821439
CG30424	0.414372666
pyd	0.414483628
mms4	0.414528922
Cyp6a19	0.414528922
NSD	0.415102823
Ac13E	0.415180033
CG32687	0.415723219
CG31465	0.41600994
CG34325	0.41623181
GV1	0.416608459
CG17597	0.416705419
CG9706	0.416736427
CG8785	0.417136104
CG3505	0.418797751
CG4199	0.419295984
CG7970	0.41944872
Inx3	0.419795713
RnrS	0.41985029
CrzR	0.419955725
LKRSDH	0.421262769
DIP-alpha	0.421337372
Ssl2	0.422181746
CG32579	0.4226052
CG5953	0.423004381
CG11590	0.423721295
CG11911	0.4237749
PNPase	0.424010288
CG3448	0.424074143
dsf	0.424101785
Vinc	0.424128419
CG34227	0.424680375
Acp63F	0.424787456
CG4554	0.424853152
mir-4964	0.425452279
CR44493	0.425506623
CG8671	0.425754285
ERp60	0.42581991
Hr78	0.426117753
Edem1	0.426542965
Myd88	0.426773579
CG2794	0.426775435
bwa	0.426883483
CG17048	0.4270792
MFS15	0.428170425
Karybeta3	0.428298047
CG5853	0.428950688
ImpE1	0.428984756
mbl	0.429013767
Tgt	0.429250902
vsg	0.429587332
ifc	0.429809733
CG44085	0.42984791
laccase2	0.430178694
CR43411	0.430760566
Spt7	0.431075436
CR44065	0.431354862
wisp	0.43141997
CG5789	0.431646722
Dop2R	0.432538066
CR44544	0.432693293
ru	0.433342743
dgt6	0.433522606
CG7016	0.433544227
CG31473	0.433606925
CG18178	0.434453925
CG10877	0.434885543
CG30441	0.435047388
CG9220	0.435248088
CG18472	0.435280425
CG14780	0.436052597
CG7800	0.437282345
Syx18	0.437580482
mh	0.437761704
Cyp4ac1	0.437892101
CR44989	0.438364498
Trim9	0.438506738
CG13784	0.438815596
Usp8	0.439318846
RfC3	0.4394376
Sin1	0.439969675
CG10177	0.440085643
CG46317	0.44082866
Spn27A	0.441163672
Mipp1	0.441168119
CR44993	0.441307571
CG7322	0.442212828
eIF3-S10	0.442328946
CG11619	0.442522128
CG41520	0.443533597
a	0.443561375
HERC2	0.444205473
Hmgcr	0.444296451
Myc	0.444624564
CG9344	0.445857183
CG31897	0.446046935
CG6683	0.446115168
Sgs1	0.446275617
CG46313	0.446334691
CG17036	0.446720352
Catsup	0.44681973
CG15186	0.447628208
mthl15	0.44824843
CG10933	0.448940392
CanA1	0.450585209
Grip	0.450685853
Cyp12c1	0.450862067
Tpc2	0.451011689
CR45141	0.451254129
CG7065	0.451548634
betaTub97EF	0.452015694
CG14961	0.452260611
CG15046	0.452279368
Kah	0.452421037
foxo	0.452745072
disco-r	0.453224633
CG9801	0.454624159
CG45218	0.454665701
CG14830	0.455132463
DNaseII	0.455267256
krimp	0.455336831
Usp10	0.455508981
vg	0.456234603
ckn	0.456558572
U3-55K	0.458771519
CG5048	0.458784416
snoRNA:Or-CD4	0.459071359
CG7497	0.459364046
CG5112	0.459952911
Qtzl	0.460081205
CR43051	0.46014823
CG7840	0.46049748
CG17271	0.461174013
Sas-4	0.461330927
CG10254	0.461878715
Tollo	0.462522444
CG31704	0.463042088
Spn31A	0.463368879
Klp61F	0.463590612
Spc25	0.463592988
CG14377	0.464238091
CG6511	0.465355741
CG18789	0.465363441
CG14174	0.465758033
CG14523	0.466009066
Gp93	0.466445228
CR46263	0.466942123
MFS12	0.46696586
CR44620	0.467642788
CR43432	0.467773919
CG17325	0.468975302
sofe	0.469026836
Mondo	0.469533919
rib	0.46986879
Ance	0.470111646
CR45999	0.471303087
CG30496	0.47133314
CG6830	0.471486735
CG30463	0.47282809
Antp	0.472911306
CG15096	0.473170224
cln3	0.473462311
drpr	0.473728925
CG15211	0.474021786
CG8665	0.47406751
CG44002	0.475018341
Vha100-2	0.475447751
neb	0.475851076
CG42239	0.475910361
GstE9	0.476248708
Rs1	0.476252052
RhoGAP93B	0.476477109
CG2841	0.476489862
Tsp26A	0.476999119
CG6028	0.477064761
CR44373	0.477168431
baz	0.477169768
CG42458	0.477315356
CG6701	0.477398428
CG15073	0.477469385
vri	0.477524386
CG15130	0.478930011
Sema5c	0.479097225
CG15065	0.479202615
CR44999	0.479205906
CG33082	0.480683617
CG18011	0.481126227
CG8549	0.482115263
CG32267	0.482134492
CG11880	0.482173569
Eip55E	0.482464854
CG8132	0.483292063
NimB2	0.483394253
CR43941	0.483549252
FucTC	0.483697704
CG14526	0.484566064
yellow-c	0.484905264
CR43492	0.485168634
shot	0.485197724
CG31687	0.485545536
CR45517	0.486273552
CG42846	0.487176898
Poxn	0.487314316
CG9747	0.487535026
CG4842	0.488852395
CR43650	0.488888216
Gale	0.489141684
mthl10	0.489623888
Dr	0.490004059
SCOT	0.490330706
snmRNA:158	0.490485197
Burs	0.492053886
Pph13	0.492208051
Samuel	0.493863449
CR44334	0.494236696
CG30273	0.494252157
CG9572	0.494258511
Ser	0.494863794
uif	0.494953007
Lst	0.495027562
pug	0.496203431
CG5326	0.496677122
CG15766	0.496948867
Nup58	0.497861914
snoRNA:CG43051-a	0.497977256
IntS10	0.498072938
S6KL	0.498717075
Culd	0.498824445
EbpIII	0.499042311
nst	0.499222387
NT5E-2	0.499840805
Rbf2	0.500477813
cv-c	0.500985256
CG10841	0.501028818
CG13641	0.501477701
Blimp-1	0.501959779
bnl	0.502019497
CG32801	0.502071933
GatA	0.502080439
CG32313	0.50258257
Vago	0.502823672
CG14215	0.5030342
CG9940	0.503051095
CG1468	0.503091151
mam	0.503167756
Vps54L	0.503511983
CG13054	0.503694854
Arpc1	0.50490818
CG33229	0.505033057
CR44029	0.505282466
pgant3	0.505453465
Gmap	0.505514708
CG15394	0.505583505
CG8060	0.505907452
TBC1D16	0.50615873
CR44854	0.506458908
Obp85a	0.506695486
AdoR	0.507020492
Nup133	0.507572599
Zasp52	0.507663068
CG12744	0.508043915
CG11458	0.509550375
Cyp12d1-p	0.51008584
bel	0.510143066
RhoGAP1A	0.510188412
Tor	0.510321023
CR46195	0.511121728
Pi3K21B	0.511442977
fus	0.512250451
CG9186	0.51227445
CG44014	0.512946816
CR43989	0.513940529
AspRS	0.514005555
CG9631	0.514008822
