gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG3104	1197.435239	0.026562833	0.116468256	0.228069296	0.819592369	0.997016825
CG31694	1170.113996	-0.015344252	0.117808431	-0.13024749	0.896370623	0.997504077
Prx6005	118.9481282	0.865372197	0.299629708	2.888138836	0.003875288	0.117230216
NTPase	3578.416276	-0.055487819	0.104349873	-0.531747838	0.594900655	0.991902363
Ts	33.02433345	-0.751385632	0.46249897	-1.624621203	0.104243297	0.729123406
Rrp1	713.5014265	-0.025422681	0.129280981	-0.196646721	0.844104007	0.997408062
CG9641	546.9058399	-0.073438868	0.133117336	-0.551685227	0.581164033	0.990020809
CG9643	83.30179663	-0.358210489	0.358156264	-1.000151399	0.317237245	0.941564226
Chd1	267.0173963	-0.162119788	0.222204163	-0.729598337	0.465635739	0.96918539
okr	36.87918023	-0.463235976	0.448134653	-1.033698182	0.301277283	0.935168048
CG17224	126.0784072	0.320061458	0.285920346	1.119407776	0.262966215	0.916729882
alpha4GT1	939.9605693	-0.126596476	0.112685354	-1.123451022	0.261245991	0.914003605
CG3605	189.8939243	-0.302897439	0.213363547	-1.419630687	0.155715227	0.809373704
SerRS	239.5747885	0.258026373	0.271757029	0.949474512	0.342379329	0.94455994
cnir	263.1338759	0.190297988	0.203837861	0.933575279	0.350523022	0.946555833
toc	1187.536757	-0.125180945	0.135057249	-0.926873198	0.353992374	0.94703138
ND-B14.5B	2574.616855	0.150524541	0.148976079	1.010394026	0.312306549	0.938286669
Mad	2429.745801	-0.15855098	0.10474991	-1.513614484	0.130123646	0.774181147
CG44002	24.48447765	0.305342985	0.554688378	0.550476622	0.581992507	0.990161263
CG34393	578.2222201	-0.206543037	0.16105496	-1.282438224	0.199688963	0.869100191
CR45337	26.11134597	0.360756408	0.498000746	0.724409372	0.468814448	0.969408138
CR45706	39.04470356	0.025207789	0.414262475	0.0608498	0.951478829	0.997973223
CG3332	2.880087477	1.697184185	1.934347335	0.87739371	0.380272828	0.949542977
CG9664	85.18343059	-0.503040241	0.322448191	-1.560065323	0.118744445	0.758165075
CG9663	89.8201008	-0.145577052	0.271605923	-0.535986295	0.591968022	0.991406382
E23	244.7057388	-0.055999405	0.182263603	-0.307244035	0.758657631	0.996878686
CG34394	1001.27736	0.116642803	0.153896487	0.757930247	0.448492742	0.965904882
CG15412	36.6354293	0.559632591	0.490446574	1.141067387	0.253841882	0.911350999
CG9662	551.286763	0.236820012	0.135344074	1.749762703	0.080159269	0.658289596
pgant2	383.3075302	-0.137300303	0.165543077	-0.829393205	0.406881945	0.956447309
Cog3	209.5770374	0.227021986	0.198311978	1.144771931	0.252303646	0.909768309
CG3246	299.3726029	-0.085044678	0.228380279	-0.372381882	0.709608542	0.996878686
msl-2	146.43998	-0.132715306	0.230226027	-0.576456569	0.564306618	0.98677521
CG3238	13.53926016	1.084903626	0.6813155	1.592365982	0.111302495	0.741411477
CG15414	23.8067746	-0.509031859	0.711224668	-0.715711761	0.474169347	0.970424402
tim	440.9788987	-0.113250734	0.157278677	-0.720064136	0.471485508	0.969981211
LeuRS	173.5757332	-0.095466054	0.206226315	-0.462918878	0.643422516	0.994541529
CG3213	10.03336376	0.646808217	0.821775956	0.787085838	0.431231619	0.960507106
Spindly	3.488857548	0.110214054	1.492540129	0.073843277	0.941135091	0.997504077
sob	10.15216292	4.560283643	1.263507393	3.609225928	0.000307112	0.015082835
odd	24.36071157	2.164548871	0.653212667	3.313697026	0.000920712	0.040375201
CG15418	11.69027535	3.788661475	1.010278022	3.750117684	0.000176752	0.008894543
for	475.9706851	0.13218287	0.160199385	0.825114712	0.409306468	0.957372399
CG16704	370.665823	0.003179559	0.236057194	0.013469443	0.989253265	0.999294086
CG3513	15.05588245	0.807766955	0.683083798	1.182529813	0.236995543	0.895430786
Acp24A4	1.017720724	3.155427579	3.051970344	1.033898506	0.301183614	0.935168048
CG43165	6.845705542	-0.222355515	0.94323619	-0.235736836	0.813636885	0.996878686
CG16713	476.0404711	-0.708583706	0.251688323	-2.815322128	0.004872836	0.137605787
IM33	1533.51087	0.151243633	0.174638316	0.866039231	0.386468648	0.951192345
CG3604	4.539474911	2.064105502	1.430230732	1.443197559	0.148964827	0.798439441
CG10031	255.1345747	0.199159537	0.180929725	1.100756312	0.27100273	0.923123416
CG31778	113.7593339	0.187684746	0.245836407	0.763453829	0.445192788	0.965291069
CG31777	246.9811689	0.234354173	0.192165021	1.219546466	0.222636851	0.891366016
cutlet	18.32873462	-0.252030824	0.727963866	-0.346213371	0.729182367	0.996878686
CG31955	23.78949107	-0.354094408	0.539586864	-0.656232446	0.511674575	0.978975836
lectin-24A	3.925450371	-0.85571621	1.539725599	-0.555758903	0.578375683	0.989079241
CG3407	207.3787743	0.051663882	0.193634301	0.266811624	0.789614204	0.996878686
CG31957	207.732394	-0.151101238	0.22844745	-0.661426679	0.508338721	0.978855731
capu	1436.929211	0.039616038	0.138745543	0.28553017	0.775237994	0.996878686
fred	967.2038406	-0.419045952	0.14283743	-2.9337265	0.003349192	0.106154386
TBCC	538.5014335	0.051220469	0.151196145	0.338768352	0.734784245	0.996878686
CG3714	161.6771379	0.193297296	0.235574652	0.820535208	0.411911067	0.958087997
ft	10.4231638	-0.053218783	0.829911237	-0.064125874	0.94887	0.997945501
CG3702	2258.053356	-0.019418719	0.095543965	-0.203243801	0.838944479	0.997316943
Art2	25.10055509	-0.633387492	0.546995721	-1.15793866	0.246889069	0.905430314
CG17612	90.22145408	0.195425187	0.295885096	0.660476614	0.508948021	0.978975836
Vps53	540.7911449	-0.027040962	0.134981986	-0.200330155	0.84122238	0.997316943
Psf2	59.06413928	0.172078088	0.329000381	0.523033098	0.600951221	0.99389951
CG3652	1817.075559	0.097381637	0.144232789	0.67516989	0.499567834	0.9749091
CG15431	1424.258939	-0.09385587	0.134650128	-0.697035137	0.485780805	0.971266515
morgue	788.3639485	0.074511782	0.151177301	0.492876786	0.622099651	0.994541529
MFS18	533.8375299	0.141067733	0.130335336	1.082344485	0.279099486	0.928744348
CG15439	109.0778824	-0.054099634	0.275944998	-0.196052237	0.84456928	0.997408062
CG15440	124.725053	-0.131328056	0.237208641	-0.553639427	0.579825637	0.989250604
Gs1l	969.5497461	0.121123326	0.133897216	0.904599282	0.365677716	0.947053134
RpL27A	14498.16025	0.106458566	0.100706023	1.057122135	0.29045585	0.93233523
mRpL27	476.1608717	-0.253625561	0.178374806	-1.421868738	0.15506436	0.807830444
CG15443	384.5040008	-0.259637489	0.181776047	-1.428337189	0.153194829	0.805361049
ine	479.5358789	-0.136373505	0.163419682	-0.834498654	0.404000046	0.95592978
dpy	109.7067964	-0.389035104	0.498325889	-0.780684112	0.434988307	0.962589005
CG15630	8391.931429	-0.192688012	0.129141511	-1.492068741	0.135681126	0.784299412
Clect27	2315.716384	0.566347893	0.581350767	0.974193079	0.329960681	0.943736445
CG3225	81.85229269	-0.198501103	0.276896159	-0.716879219	0.473448625	0.970424402
Fnta	243.8874331	0.486180321	0.23484259	2.070239132	0.038429956	0.480057973
Ir25a	8.809181893	-0.674450414	0.872467351	-0.773037998	0.439499893	0.963663057
tank	178.9928801	0.048389686	0.20166036	0.239956359	0.810364089	0.996878686
mxt	2168.438876	0.007977159	0.106925599	0.074604761	0.940529186	0.997504077
mRpS2	348.1151165	0.268717885	0.20232557	1.328145941	0.184129899	0.851520587
Cf2	862.8958333	0.194799644	0.139801936	1.393397321	0.163499675	0.820877835
CG2837	13.05004812	0.749631835	0.70368889	1.065288718	0.286745297	0.931173723
hoe1	592.4377023	-0.149686414	0.144969096	-1.032540166	0.301819142	0.935168048
hoe2	381.6841776	0.232330905	0.159683861	1.454942937	0.14568506	0.796541691
mRpL24	594.366751	0.085922741	0.13143541	0.653725973	0.513288367	0.978975836
jet	454.1040273	-0.010511192	0.137667075	-0.076352255	0.939138854	0.997504077
Jon25Biii	7.735041227	-1.214963142	1.00694019	-1.206589184	0.227590394	0.891366016
Jon25Bii	0.956646344	0.81695163	2.805279068	0.29121938	0.770883542	0.996878686
Jon25Bi	17.84881178	0.400374931	0.916180952	0.437004207	0.662108297	0.994541529
Trip1	9407.805791	-0.243065284	0.16795611	-1.447195249	0.147842247	0.798439441
Scox	362.7197023	0.027957174	0.199925583	0.1398379	0.888788068	0.997504077
l(2)05714	114.5428703	0.055090923	0.252371864	0.218292649	0.827201102	0.997016825
Gmd	248.2105461	0.048320395	0.18456418	0.261808087	0.793469404	0.996878686
CG8891	200.2649105	-0.12220728	0.190648653	-0.641007834	0.521517593	0.978975836
CG8892	375.4631184	0.058671112	0.173987803	0.337213934	0.735955634	0.996878686
Rtnl1	5371.31372	-0.010603467	0.116788134	-0.090792331	0.927657604	0.997504077
Tfb5	606.9826837	0.172313388	0.127327567	1.353307787	0.175957323	0.838937966
vkg	3972.34585	-0.334734272	0.106693243	-3.137352115	0.001704813	0.064418859
CG31650	2639.094646	-0.128396801	0.120769441	-1.063156375	0.287711042	0.932075999
CG9121	1098.489796	-0.109241785	0.11568011	-0.944343716	0.344994033	0.94455994
eIF-3p40	4772.915597	-0.015327852	0.141636634	-0.108219545	0.913821541	0.997504077
CG14036	0.998753209	-1.711634583	2.731652592	-0.62659307	0.530926012	0.981460152
CG31918	87.25862224	-0.34118425	0.341599101	-0.998785563	0.317898581	0.941564226
Rpn11	522.2236985	-0.051590098	0.164470665	-0.313673552	0.75376899	0.996878686
CR45305	136.8875596	-0.104573582	0.289067013	-0.361762418	0.717529579	0.996878686
pgant5	1209.137454	0.604883216	0.394214662	1.534400605	0.124931129	0.769595358
ND-13A	10889.37901	0.131542437	0.117559057	1.118947706	0.263162449	0.916729882
CG7742	18.97957387	-0.441940225	0.590137338	-0.748876909	0.453931399	0.96590517
tkv	51.84373541	0.177808755	0.432594711	0.411028499	0.681051638	0.996168289
Bsg25D	374.7195843	-0.331453385	0.188126829	-1.761861331	0.078092729	0.65711044
CG14024	440.3968708	-0.060076371	0.166725974	-0.360330008	0.718600361	0.996878686
Ncoa6	849.462816	0.03076311	0.165421394	0.185968146	0.852469741	0.997408062
CG14022	23.90068396	0.097765953	0.553436918	0.176652387	0.859781442	0.997504077
fusl	670.6984243	-0.477088714	0.169151251	-2.820485879	0.004795098	0.135771613
CG12512	197.8430408	0.17303092	0.191008894	0.905878861	0.364999974	0.947053134
CG7382	4309.097776	0.034980914	0.095559096	0.366065767	0.714316002	0.996878686
Vps52	318.0746611	-0.05112835	0.166150048	-0.307723953	0.758292392	0.996878686
CG7277	297.8377693	0.248804338	0.187125168	1.329614507	0.183645316	0.851023375
CG14015	1136.900207	-0.103920268	0.163959048	-0.633818439	0.526199318	0.979340567
Hel25E	823.496133	0.002415004	0.130141025	0.018556826	0.985194645	0.999294086
DIP-eta	101.6017316	0.030840634	0.271509062	0.113589703	0.90956305	0.997504077
DIP-theta	392.4185855	-0.034981702	0.148909266	-0.234919578	0.814271154	0.996926918
CG11149	0.215440383	1.076230099	4.048027086	0.26586534	0.790342919	0.996878686
CG11147	151.084895	0.260010898	0.279887495	0.928983619	0.352897576	0.94703138
obst-E	116.0559483	0.044341063	0.34288209	0.129318691	0.897105482	0.997504077
CG9171	970.0983588	0.083215181	0.200273726	0.415507231	0.677770623	0.995554059
CG14005	112.4852851	-0.263438564	0.250048368	-1.053550425	0.292088796	0.93233523
rau	123.204703	-0.304420583	0.376938371	-0.807613675	0.419313012	0.958317915
Acp26Aa	0.215440383	1.076230099	4.048027086	0.26586534	0.790342919	0.996878686
CG9016	570.5439961	-0.004084142	0.152390038	-0.026800582	0.978618789	0.999294086
CR44986	28.49791405	-0.776312582	0.533869315	-1.454124744	0.145911725	0.796960232
CG13999	229.1136958	-0.029400676	0.204916113	-0.143476644	0.885913755	0.997504077
Vm26Aa	1.813062691	-4.583557256	2.522336983	-1.817186715	0.069188528	0.623998012
psd	5.329663345	-6.151430231	3.917025361	-1.570434109	0.116314152	0.75210249
chic	6968.169272	-0.051359888	0.117676994	-0.436447998	0.662511721	0.994541529
lid	1125.694539	-0.11020951	0.173965104	-0.633515042	0.526397361	0.979340567
Gal	546.8894769	-0.06731404	0.148376308	-0.453671083	0.650065583	0.994541529
CG9098	1090.168152	0.026131331	0.115428192	0.226386037	0.820901187	0.997016825
CG9107	108.244737	-0.262124281	0.288656847	-0.90808267	0.363834546	0.94703138
CG9109	140.373951	-0.009341205	0.275364882	-0.033923009	0.972938545	0.999294086
mtm	3417.236788	-0.141589836	0.106858789	-1.325018165	0.185165127	0.853581683
CG9117	24.13642893	0.408653075	0.548455728	0.745097651	0.456212689	0.966066964
ade2	820.926479	0.262009145	0.207694942	1.261509508	0.207125337	0.875280742
slmo	1475.49814	0.111258759	0.116571959	0.954421293	0.339870432	0.944450209
CG34179	1193.162381	0.077200503	0.123809122	0.623544553	0.532926734	0.981460152
ND-51	8543.091442	-0.07117703	0.098644784	-0.721548841	0.470571902	0.969981211
Fbw5	115.7973267	0.16675174	0.239927499	0.695008868	0.487049744	0.971266515
CG9154	120.7150593	-0.012899959	0.291713877	-0.044221273	0.964728025	0.99897042
CG9175	1112.733856	0.022679827	0.127083311	0.17846424	0.858358403	0.997504077
WDR79	71.73040191	-0.065462902	0.422406777	-0.154975975	0.876840258	0.997504077
Pez	38.00556844	-0.119117173	0.482864848	-0.246688433	0.805149359	0.996878686
CG9497	338.7384626	-0.139549567	0.241584266	-0.577643441	0.563504872	0.98677521
CG9498	603.8923845	0.317539013	0.146525755	2.167120819	0.030225643	0.424518354
DIP-epsilon	140.2957114	-0.005319226	0.252335454	-0.021079979	0.983181856	0.999294086
CG42370	26.277363	-0.639368423	0.483810364	-1.321526927	0.18632573	0.854248808
CG42369	649.7702208	0.332853902	0.230894209	1.441586187	0.149419147	0.798858262
Tig	118.4199694	-0.694095041	0.347257522	-1.998790515	0.045631024	0.520419138
CG9527	315.6340173	0.255230528	0.237748627	1.073531027	0.283032926	0.929552615
retm	2150.699701	0.021088654	0.101985626	0.206780651	0.836181168	0.997016825
CG16947	494.4647419	-0.1208864	0.172827323	-0.699463479	0.484262429	0.971266515
CG9531	485.6615935	-0.022833011	0.152458131	-0.149765779	0.880949409	0.997504077
mmy	2247.980592	0.269093767	0.142881026	1.88334151	0.059654101	0.593979262
CG9536	828.5599855	0.081454415	0.137880237	0.590762079	0.554679846	0.985587819
Sec61alpha	1071.988139	0.286568974	0.128852975	2.223999667	0.026148467	0.394942275
KFase	213.7327306	0.180956442	0.199344598	0.907756938	0.364006654	0.94703138
CG9548	135.5098127	0.0577369	0.276479001	0.208829242	0.834581543	0.997016825
CG9547	83.36842759	0.314033034	0.365807142	0.858466111	0.390635136	0.951192345
CR44775	10.14788314	1.65404595	0.959819539	1.723288475	0.084836371	0.674358572
eya	78.28771813	-0.259612178	0.302489155	-0.858252844	0.390752862	0.951192345
CG9596	58.67134141	0.921957587	0.338674908	2.722249463	0.006483918	0.167917653
CG13766	579.9459087	-0.032138539	0.135362042	-0.237426519	0.812325918	0.996878686
CG11319	1405.510174	-0.103524091	0.106412745	-0.972854251	0.330625745	0.943736445
DIP-iota	15.53511491	0.063154948	0.647996809	0.09746182	0.922359653	0.997504077
CG31635	2199.68027	0.233116649	0.104309776	2.234849479	0.025427232	0.391652715
CG31633	96.11889392	-0.02897271	0.309853527	-0.093504535	0.925502747	0.997504077
CG31636	10.56496593	-1.101149106	0.99523893	-1.106416834	0.268546143	0.92150413
Galt	785.0872262	0.571191296	0.166497315	3.430633682	0.000602173	0.028043311
Spn27A	204.1392223	0.541442994	0.201818211	2.682825253	0.007300313	0.181959432
cort	15.9653756	-0.384859749	0.616759649	-0.624002801	0.532625745	0.981460152
Nse1	3.952542654	0.745020395	1.61242743	0.462048946	0.644046221	0.994541529
Nhe3	2239.513385	-0.263021456	0.114627517	-2.294575195	0.021757481	0.363812496
Tsp	63.52061925	0.008318979	0.406048455	0.020487652	0.983654362	0.999294086
AkhR	33.60446826	-0.136284574	0.480134782	-0.283846494	0.776528022	0.996878686
homer	382.5118266	-0.30670602	0.159761631	-1.919772714	0.054886615	0.574173475
TTLL3A	14.29529768	0.653573611	0.647569491	1.009271776	0.312844312	0.938286669
CG11321	53.43618994	0.033209558	0.418729445	0.0793103	0.936785814	0.997504077
nrv1	270.1275737	0.729316606	0.221165653	3.29760339	0.000975138	0.041750047
nrv2	5999.363937	-0.078784329	0.095257646	-0.827065676	0.408199838	0.957372399
CG17376	0.215440383	1.076230099	4.048027086	0.26586534	0.790342919	0.996878686
CG17377	0.898315071	-3.573768237	3.66679032	-0.974631197	0.329743233	0.943736445
Nha1	63.46177634	0.227990591	0.329261354	0.692430461	0.488667042	0.971266515
CG13773	138.4408626	0.193493682	0.274472468	0.704965724	0.480831567	0.970518668
Wee1	2300.254174	-0.126499494	0.097102151	-1.302746568	0.192661298	0.863361801
x16	8494.671895	0.057016516	0.130212396	0.437873182	0.661478217	0.994541529
nop5	84.80759313	-0.575204619	0.280632124	-2.049674896	0.040396166	0.493018959
snoRNA:nop5-x16-a	18.71412498	-0.591745843	0.57565555	-1.027951252	0.303972759	0.935168048
CG18304	48.20183819	0.128917338	0.532219	0.242226109	0.808604965	0.996878686
Fgop2	899.4287078	-0.031215691	0.117285301	-0.266151771	0.790122325	0.996878686
ihog	153.9836044	-0.087650016	0.276450593	-0.317054904	0.751201942	0.996878686
Gas41	111.5653467	0.107009706	0.241212764	0.44363202	0.657308652	0.994541529
CG13775	48.42668784	-0.59368466	0.365240373	-1.625462855	0.104063972	0.728859669
Atac1	37.8591835	-0.060340283	0.412343326	-0.146335054	0.883656894	0.997504077
sip2	3.494403081	-0.083746335	1.399970604	-0.059820067	0.952298943	0.997973223
smt3	5392.046638	0.091600118	0.099569644	0.919960289	0.357593511	0.94703138
snRNP-U1-70K	998.2732145	-0.138587861	0.118145252	-1.173029455	0.240783994	0.900943849
uif	44.00121041	0.019594525	0.399484886	0.049049478	0.960879866	0.998262761
ade3	122.0105858	0.326961138	0.317129668	1.031001421	0.302540154	0.935168048
CG31908	1050.619552	0.232875362	0.116105774	2.005717327	0.044886416	0.516924035
Rab30	293.1257081	-0.284681461	0.168841348	-1.686088538	0.091778747	0.703460144
Nuf2	3.60772763	-0.661126688	1.569352894	-0.421273438	0.673555424	0.994541529
Pvf2	9.605333305	-0.241128741	0.890410767	-0.270806183	0.786540104	0.996878686
Pvf3	2600.235367	-0.085202949	0.099821078	-0.85355669	0.393350664	0.951192345
CR44613	2.017548042	-2.876066926	2.241426014	-1.283141584	0.199442477	0.869100191
CG4496	52.96006316	-0.233031931	0.346630124	-0.67227836	0.501406504	0.976599107
CG4497	707.5380179	0.03128342	0.129681321	0.241233042	0.809374503	0.996878686
CG4502	2424.569806	-0.102346343	0.128281403	-0.797826816	0.424970998	0.958317915
CG13784	355.923049	-0.285310941	0.170200503	-1.676322553	0.09367503	0.70495545
ico	870.7838176	-0.231294086	0.169780404	-1.362313199	0.173099064	0.835818946
Ndae1	2485.988681	0.1169826	0.15985829	0.731789386	0.464297129	0.968895292
Wnt4	218.3455479	-0.157405958	0.206626657	-0.761789208	0.446185823	0.965291069
CG5149	663.9171145	0.264211368	0.149602507	1.76608917	0.07738089	0.654664086
CG5160	84.18695493	-0.675150958	0.289122009	-2.335176626	0.019534196	0.339944179
CG5181	104.3878715	-0.240722984	0.246889609	-0.975022742	0.329548979	0.943736445
CG5958	416.9254061	0.077502924	0.20164896	0.384345767	0.700722191	0.996878686
santa-maria	4552.872593	-0.088602691	0.10937305	-0.810096189	0.417884895	0.958317915
Gr28b	26.80451279	-0.114163156	0.469839283	-0.242983421	0.808018241	0.996878686
Ziz	1267.438348	-0.219745708	0.13535824	-1.623437981	0.104495811	0.729123406
Obp28a	69.98296329	-1.870417199	0.536126004	-3.488764183	0.000485259	0.023002145
RapGAP1	2033.12474	-0.087582804	0.113628442	-0.7707824	0.440835921	0.963663057
Slob	5097.198092	0.051364242	0.093389128	0.550002373	0.582317746	0.990397217
Tep2	458.7037599	-0.504465724	0.217514583	-2.319227136	0.020382724	0.349070584
CG33296	825.446527	-0.118989834	0.129040165	-0.922114703	0.356468748	0.94703138
CG13793	17.14420541	0.313470223	0.678586318	0.461945982	0.644120058	0.994541529
CG13794	86.64573934	0.095195749	0.316607496	0.300674337	0.76366284	0.996878686
CG13795	143.3294234	0.188723231	0.273118085	0.690994999	0.489568684	0.971266515
CG13796	140.2209609	0.443151811	0.219745407	2.016660173	0.043730989	0.515355871
Acp1	77.69641301	1.149983748	0.460161017	2.499089895	0.012451272	0.253984978
CG7214	5922.619573	0.806323105	0.538280065	1.497962042	0.134143113	0.782209514
CG7203	6695.314755	0.44703569	0.434695634	1.028387806	0.303767442	0.935168048
CG7149	796.0680105	0.081311246	0.119803411	0.678705606	0.497324413	0.973530003
LKRSDH	169.8111042	-0.120105998	0.219717869	-0.546637367	0.584627892	0.990513243
Herp	1154.927245	0.034129165	0.135486229	0.251901355	0.801117312	0.996878686
cdc14	8114.313614	-0.132057176	0.108217677	-1.220292103	0.222354163	0.891366016
Rack1	3899.611261	-0.164070173	0.104754433	-1.566236088	0.117293357	0.756515258
CG14535	1172.633397	0.056794859	0.14975152	0.379260653	0.704494315	0.996878686
Proc	3285.129531	-0.111692514	0.103121084	-1.083120053	0.278755139	0.928744348
spz3	66.28961808	0.158720142	0.386932354	0.410201268	0.681658311	0.996168289
CG7102	22.03841306	-0.115564612	0.601695171	-0.192065048	0.847691253	0.997408062
SmE	518.4581682	0.020141097	0.157895532	0.127559641	0.898497472	0.997504077
Snoo	1672.331071	-0.054886029	0.176209262	-0.311482086	0.755434159	0.996878686
pes	547.7708505	0.104953094	0.164562515	0.637770359	0.523623177	0.979021409
CG7227	21.74553794	0.15922673	0.664607569	0.239580074	0.810655814	0.996878686
Wwox	442.71065	-0.138285506	0.14948842	-0.925058315	0.354935575	0.94703138
Spn28Dc	235.5143197	-0.405480411	0.20501416	-1.977816615	0.047949398	0.534235795
CG12560	32.5440041	-0.436406951	0.437583725	-0.997310745	0.3186137	0.941564226
RpL36A	12274.15393	0.00816121	0.16253709	0.05021137	0.959953951	0.998262761
poe	2003.757349	0.058301038	0.096199716	0.606041687	0.544487072	0.98504777
MED20	61.50225939	0.037290883	0.320692546	0.11628235	0.907428774	0.997504077
Mcr	278.1327396	0.09590311	0.212799016	0.450674591	0.652224098	0.994541529
mon2	673.9371797	-0.017424113	0.155813238	-0.111826909	0.910960651	0.997504077
CG12375	372.6534019	0.337532634	0.173038619	1.95062025	0.051102236	0.554242643
PAPLA1	2733.211647	-0.103885012	0.109863531	-0.945582317	0.344361667	0.94455994
CG8498	1109.082695	-0.160410748	0.112318376	-1.428179024	0.153240336	0.805361049
CG34134	516.3045706	0.11069046	0.191820345	0.577052761	0.563903815	0.98677521
CG8475	784.1987988	-0.056587036	0.125828891	-0.449714171	0.652916552	0.994541529
SLC5A11	2627.940055	0.503428755	0.15632802	3.220336034	0.001280404	0.052079665
Su(var)205	1397.409833	0.047864901	0.176400281	0.271342543	0.786127589	0.996878686
CG8372	3367.296292	0.012444687	0.104717689	0.118840352	0.905401839	0.997504077
Snx6	2246.975594	0.145207878	0.136115159	1.066801662	0.286061408	0.93057599
Pvr	172.7753445	0.090796695	0.207411726	0.437760665	0.661559788	0.994541529
Spn28F	0.909270104	-3.589818377	3.651700444	-0.983053904	0.32558091	0.943736445
CG8086	346.3966615	-0.236952806	0.196420585	-1.206354241	0.227680932	0.891366016
Btk29A	878.930376	-0.018044112	0.126159925	-0.143025702	0.886269882	0.997504077
wol	569.3380689	0.168208082	0.144618512	1.163115846	0.244782504	0.903704186
Ostgamma	1103.186361	0.001053646	0.111778955	0.009426155	0.992479128	0.999569346
CG7810	125.4767088	0.065333902	0.226522663	0.288421038	0.773024465	0.996878686
mtsh	17.59564713	-0.517521896	0.613548892	-0.843489252	0.398954874	0.954567304
CG7781	5894.954508	-0.147785897	0.087884858	-1.681585437	0.092649257	0.704822408
CG7627	620.9379319	0.033504789	0.169237213	0.197975306	0.843064384	0.997316943
RpS13	15963.49765	0.10446459	0.086262995	1.211001195	0.225894947	0.891366016
CR45341	19.90559322	-0.338666769	0.64900498	-0.521824608	0.601792454	0.994022338
CG13390	63.74092748	-0.074475165	0.312571415	-0.238266079	0.811674729	0.996878686
AlaRS	159.4914638	0.118896658	0.2090234	0.568819845	0.569478406	0.987417095
CG13392	154.0197056	-0.063129347	0.264152044	-0.238988674	0.811114365	0.996878686
l(2)k12914	1363.702956	0.045808268	0.128298884	0.357043387	0.721059325	0.996878686
CG42819	25.70896725	-1.28983047	0.534879335	-2.411441958	0.015889581	0.297558322
Acp29AB	0	NA	NA	NA	NA	NA
Peritrophin-15b	36.22500795	0.531659232	2.630686202	0.202099069	0.839839276	0.997316943
Peritrophin-15a	72.17053856	0.84900783	1.845610364	0.460014663	0.645505696	0.994541529
fy	136.522312	-0.35442581	0.260849048	-1.358739138	0.174229265	0.837467787
CG13397	290.1586198	0.123540531	0.162228882	0.761519953	0.446346566	0.965291069
CG13398	573.466132	-0.123823358	0.177535988	-0.697454976	0.485518107	0.971266515
grk	37.10027832	0.425389463	0.406453997	1.046586986	0.295290107	0.934197206
D12	169.0377881	-0.136962606	0.22161236	-0.618027827	0.536556996	0.982326164
U26	366.8451634	-0.006816732	0.156389936	-0.043588047	0.96523278	0.99897042
fu12	196.6111433	-0.31152964	0.195214177	-1.595835128	0.110525608	0.740002754
Dh31	2784.880357	-0.058876159	0.119890798	-0.491081551	0.62336877	0.994541529
Bace	45.77960452	-0.293654727	0.454840305	-0.645621604	0.518524443	0.978975836
CG13096	65.86859514	0.007657169	0.30426384	0.025166215	0.979922385	0.999294086
CG13097	200.9865523	-0.067542881	0.213880827	-0.315796801	0.752156747	0.996878686
mRpL51	290.7440754	-0.11391527	0.200218893	-0.568953653	0.569387593	0.987417095
lmgB	334.3806515	0.031565738	0.16030818	0.196906599	0.84390063	0.997408062
CR43855	30.1830793	-1.182944548	0.449482417	-2.631792711	0.008493567	0.200403965
PrBP	732.1164932	0.02714851	0.136007667	0.199610143	0.841785495	0.997316943
Hnf4	257.474777	0.443307917	0.183945872	2.409991121	0.015952909	0.29760476
raw	224.127952	-0.218678751	0.200922439	-1.088373957	0.276430053	0.926858685
LManIV	0.664597919	-0.900364182	3.609108092	-0.249469996	0.802997247	0.996878686
LManV	0	NA	NA	NA	NA	NA
LManVI	3.90365259	-1.660669066	1.32835875	-1.250166092	0.211238881	0.881737095
CG9510	106.7447444	0.114553953	0.268141355	0.427214791	0.669222889	0.994541529
CG9515	64.65123232	0.23155571	0.357209032	0.648235876	0.516832401	0.978975836
C1GalTA	1981.245436	0.104663128	0.129958147	0.805360263	0.420611815	0.958317915
CG31886	125.039949	-0.074162664	0.275374039	-0.269316108	0.787686437	0.996878686
CG9541	46.06656752	0.034451948	0.434872282	0.079223141	0.936855138	0.997504077
CG13101	38.45527435	0.878834481	0.495757996	1.772708635	0.076277	0.651052397
rost	441.5883907	0.222316801	0.199105899	1.116575664	0.264175802	0.91729256
alien	535.2020899	-0.115342537	0.133599404	-0.863346194	0.387947153	0.951192345
DIP-zeta	230.7074307	-0.174365302	0.196318254	-0.888176714	0.374445703	0.948381821
CG9586	406.4747604	0.087829012	0.15145358	0.579907135	0.561977244	0.986773394
borr	3.215213228	-0.769606309	1.667068758	-0.46165241	0.644330604	0.994541529
Shawl	767.4456309	-0.095434891	0.170166137	-0.56083362	0.574910965	0.987516676
FucTB	59.30796072	-0.389553394	0.329620309	-1.181824612	0.2372753	0.895430786
Gdi	2525.277978	0.163143625	0.142289753	1.146559196	0.251563849	0.908230175
jp	593.173607	-0.157173609	0.149914362	-1.04842263	0.294443932	0.934197206
Mtpalpha	663.3710423	0.082627204	0.184615511	0.447563714	0.654468096	0.994541529
