gene	log2FoldChange
CG4080	0.157879456
l(2)01289	0.158073148
CG13982	0.158141542
CG8461	0.158186222
Snp	0.158260927
CG42507	0.158283543
CG1427	0.158335521
loj	0.158452061
CG15602	0.158504389
Spase22-23	0.158561208
Nup62	0.158697455
CG30428	0.158702703
spz3	0.158720142
CG42748	0.158814481
CG12321	0.159037197
Pu	0.159064938
CG32428	0.159142887
CG7227	0.15922673
Prosbeta6	0.159246152
CG33107	0.159460708
CG12256	0.159524593
CG32392	0.15973204
CG5787	0.159848215
CG30053	0.159912823
CG3857	0.160040837
S6k	0.160132883
Ccn	0.160157533
CG5285	0.16044763
CG1603	0.16052364
CG9095	0.160562146
CG15279	0.160725451
Lmx1a	0.160734952
CG31712	0.160885773
BigH1	0.161008277
cta	0.161056199
CG9399	0.161112847
mRpL17	0.161372154
CR43611	0.161399255
yata	0.161409464
CSN8	0.161416603
Sin1	0.161466969
Slmap	0.161500173
CG10553	0.161771797
opa	0.161802921
CG6523	0.162017021
CG1440	0.162022241
CG9293	0.162077601
CG44006	0.162235489
CG11539	0.162239971
CG9220	0.162257665
CG9034	0.162297939
CG6125	0.1623432
SuUR	0.16237913
Crag	0.16246714
CG14795	0.162579443
CR45501	0.162741849
CG2691	0.162846803
CG14997	0.16294327
CG2278	0.163010724
RpL35A	0.163040515
vret	0.163069782
ND-B18	0.163070884
Gdi	0.163143625
CG42389	0.163181296
SdhB	0.163247276
CG7139	0.163252668
Rab23	0.163564779
CR45188	0.163581463
gammaSnap2	0.163599805
CG1129	0.163620349
Ude	0.163627788
mRpS18B	0.164148141
CR44340	0.16417995
mTerf5	0.164200783
CG31950	0.164239356
Cdk4	0.164273496
CG9864	0.164294154
TpnC4	0.164321447
CG4882	0.164322951
CG43373	0.16434105
CG10050	0.164395174
egl	0.164415253
CG30373	0.164516709
amx	0.164836898
CG42568	0.164920768
Atg9	0.165160199
MCTS1	0.165395593
CR44620	0.165602655
CG17029	0.165676865
CG43107	0.16568719
smg	0.16574865
Der-1	0.165862011
AsnS	0.166067946
CG14141	0.166223557
CG13108	0.166258454
isopeptidase-T-3	0.166311924
CG7381	0.166352322
CG32335	0.166417652
Vhl	0.166449659
CG10194	0.166667821
CG14710	0.166695251
Fbw5	0.16675174
CG14669	0.166874798
apolpp	0.167013255
mad2	0.167123065
DENR	0.16714942
CG9928	0.167158233
CG7979	0.167228913
Amph	0.167261802
Npl4	0.167283421
CG14907	0.167324313
CG6300	0.167395485
CG10984	0.167414317
nompA	0.167452858
Paf-AHalpha	0.167493474
CG5618	0.167639299
Tudor-SN	0.167659581
Mpcp	0.167825859
Root	0.167832373
Obp18a	0.167942053
CG9143	0.168123042
Cp7Fb	0.16814596
Gbp2	0.168168233
wol	0.168208082
CG5167	0.168348902
fon	0.168850029
ec	0.168985361
grsm	0.169050423
eIF-5A	0.169079188
CG3408	0.169144745
Slu7	0.169258668
Sap-r	0.169339756
CG6479	0.169423229
CG1105	0.169472918
ewg	0.169679887
bsf	0.169790195
mino	0.169912524
kin17	0.170066352
CG32687	0.170150355
CG33051	0.17027799
CG10353	0.17049645
gl	0.170537971
LamC	0.170740976
CG8993	0.170895832
CG42371	0.170918845
Nop17l	0.171068432
l(3)72Dr	0.171373076
Cp18	0.171402973
Rfx	0.171480416
Ppat-Dpck	0.171555471
trk	0.171589708
GstE9	0.171811636
CG42514	0.171919258
His3.3A	0.171929616
wdp	0.17203078
CG4631	0.172063535
Psf2	0.172078088
Dop2R	0.172098361
CG15922	0.172161231
Octbeta3R	0.172275915
Tfb5	0.172313388
ND-ACP	0.172579731
CG12848	0.172587986
shams	0.172708713
CG8230	0.172717041
amd	0.172791643
Cow	0.172792537
CG12512	0.17303092
CG34195	0.173072378
CG8199	0.17319447
CG17737	0.173293071
Cad86C	0.173313706
Cyp28a5	0.173353518
grn	0.173520774
Pof	0.173568478
Vps35	0.173647814
Pex10	0.173711791
Plzf	0.173732655
CR44334	0.17373348
CR44701	0.173930503
chas	0.17425832
Spp	0.174437807
Lsd-2	0.174480331
mus101	0.17450531
Myd88	0.174559227
CG14483	0.174612791
eIF2D	0.174710391
dpr1	0.174757415
DNApol-alpha50	0.174814434
CG11417	0.174896345
Tep4	0.17507531
CG34148	0.175153237
SmydA-3	0.175157587
UQCR-Q	0.175181598
CG5608	0.17520079
Arl1	0.175254157
Edem2	0.175279761
NimB2	0.175456668
CG14252	0.175511302
CG7705	0.175685689
CG12171	0.175742849
CG7099	0.175975047
CG14963	0.176065101
Nf-YB	0.176113205
CG7745	0.176124727
erm	0.176218861
CG9590	0.176265819
CG13650	0.176312022
CG7218	0.176762114
JHDM2	0.176833947
CR45660	0.176872796
mnb	0.176906085
CG4645	0.176977262
Eaf6	0.176993535
Oatp74D	0.177012147
CG31200	0.177042955
CG9257	0.177128904
Eip55E	0.177436436
mRpL3	0.177449114
Rpt6	0.177556292
tkv	0.177808755
CG6852	0.17789692
Pfdn5	0.17800439
CG6294	0.178170737
Trx-2	0.178490449
form3	0.178551052
CG12338	0.178715695
mRpL22	0.178885749
vap	0.178983159
UQCR-6.4	0.179010854
mRpS9	0.179126943
CG13484	0.179355229
REG	0.179620267
CG31549	0.17963438
CG8320	0.179651382
ana2	0.179934309
SelR	0.179962723
CG6567	0.180193951
CG8945	0.180243772
Not10	0.180471572
Pngl	0.180496952
CG10863	0.180538674
KFase	0.180956442
yrt	0.181077802
GstE8	0.181079792
CG17646	0.181102892
Nna1	0.181124607
mRpS6	0.181174184
Est-6	0.18125129
MED19	0.181299828
CR44331	0.181304008
S6kII	0.181484376
SNF4Agamma	0.181534223
CG12895	0.181569411
CG14103	0.181695346
CG2100	0.181726472
Eogt	0.181743739
CG6766	0.181805409
CG32099	0.181832085
CG5793	0.181874891
CR45822	0.181932945
CG42363	0.181947335
MED11	0.181968717
CG32152	0.182135122
CG4661	0.182368379
bou	0.182404229
trr	0.182868961
snoRNA:MeU2-A31	0.183206487
Baldspot	0.183234978
Adhr	0.183240539
Adh	0.183262551
CG3740	0.18348485
Thiolase	0.183486354
CG31142	0.18352512
sun	0.183612849
CG6094	0.183840598
CG8046	0.184084028
nkd	0.184146795
CG15293	0.184299723
CG17765	0.184415613
tou	0.184434655
Cubn	0.184540172
CG32396	0.184774929
Smg6	0.184939002
Bet5	0.184982251
CG8745	0.185086307
Mgstl	0.18511049
CG4723	0.185116892
CG8860	0.18514115
IntS12	0.185274635
mRpS29	0.185309129
eIF3-S10	0.18532379
CG14074	0.185464384
HisCl1	0.185614431
CG32313	0.185726913
CG1143	0.185754036
CG42512	0.186168544
CG32573	0.186168544
mia	0.186366616
jbug	0.186509124
CG2157	0.186659101
Acyp2	0.186787598
Syx6	0.186942448
Rpn5	0.187069149
CG5645	0.187160433
Hat1	0.187217413
Tim8	0.187423597
CG8814	0.187455425
CG8097	0.187657851
CG31778	0.187684746
Pex2	0.188014746
PICK1	0.18808379
CG12301	0.188104893
pirk	0.188188311
bocks	0.188326382
CG4622	0.18840286
CG12355	0.188592212
CG13795	0.188723231
CG32808	0.188742099
CG7914	0.188753993
PQBP1	0.188839797
CG5359	0.189014152
CG3040	0.189292873
ImpL3	0.189326406
pix	0.18941038
tef	0.189503721
NijA	0.189651442
AP-2alpha	0.189657517
RluA-2	0.18967156
CG17977	0.189831678
CG6398	0.190238888
CG5846	0.190260843
CG5577	0.190272581
cnir	0.190297988
CR44996	0.190346788
CG14372	0.190509658
AIMP2	0.190512712
CG16798	0.190514285
He	0.1905266
DCAF12	0.190670834
CG6083	0.190675566
CG7582	0.190790291
CG10841	0.190986645
Sema2a	0.191009744
CG5815	0.191057264
CG7506	0.19111004
Acon	0.191169733
Tpc1	0.191313585
IP3K2	0.191391842
CG10424	0.19151566
CG32813	0.191624736
lwr	0.192031373
Lam	0.192229526
CG10947	0.192501593
GluProRS	0.192739441
CG2116	0.192838514
CG10657	0.193093378
CG33493	0.193110682
CG14613	0.193127045
scra	0.193197988
Strn-Mlck	0.193228451
CG3714	0.193297296
bib	0.193348147
pn	0.193419968
GalNAc-T2	0.193493068
CG13773	0.193493682
Sesn	0.193598592
Eip74EF	0.193670223
CG7484	0.193771538
PDZ-GEF	0.193805672
Atg4b	0.19390116
CG7668	0.194081333
Nmd3	0.194240944
Glg1	0.194547774
CG13018	0.194583346
Cyp6u1	0.194719244
Tdrd3	0.194775435
Cf2	0.194799644
ND-15	0.19494191
CG5107	0.195110071
tam	0.195164215
CG17612	0.195425187
msl-1	0.196034057
Vha100-2	0.196136514
heix	0.196185547
Cypl	0.196468019
NAA20	0.196516516
kkv	0.196717219
CG12883	0.196861112
CG33722	0.196875306
CG18749	0.196875306
clu	0.196963231
Mfe2	0.196965316
CG10209	0.197189306
BEAF-32	0.19738628
CG43725	0.197485261
CG11927	0.197757087
Trs31	0.19776952
CG9667	0.197815344
Lip4	0.197826218
Gba1b	0.197965128
CG7280	0.198034618
CG17776	0.198046251
CG2811	0.198056734
POLDIP2	0.198191989
Hs6st	0.198198285
CR44892	0.198208587
CG12935	0.1983981
CG5850	0.19840686
tok	0.19859204
CkIIalpha-i3	0.198649526
eIF2B-gamma	0.19872713
aft	0.198742898
CG5961	0.199005455
CG1236	0.199040494
IntS10	0.199094709
CG10031	0.199159537
mRpS5	0.199294004
CG4768	0.199402619
CG17032	0.199480878
Treh	0.199549139
CG6299	0.199608356
Ublcp1	0.199610044
CG14184	0.199633507
CG18622	0.199703089
CG6833	0.199809917
CG9410	0.199891898
ergic53	0.199897649
Etf-QO	0.200000707
rho-4	0.200033459
CG13502	0.200140738
ball	0.200201763
CG42764	0.200276507
Hex-C	0.20044204
Srp19	0.200483924
beta'COP	0.200490482
CG14694	0.200614842
tub	0.200843351
Apf	0.200888719
Mlc2	0.200950009
CG18446	0.201087743
CG32576	0.20120207
Cyt-c-d	0.201264787
Rab9	0.201357308
cid	0.201368648
Idgf5	0.201561153
CG3337	0.201610995
CG33483	0.201636299
Ogg1	0.201885417
CG15343	0.202099818
CG4953	0.202224274
mRpS30	0.202337319
CG5484	0.202440042
CG6178	0.202543763
trsn	0.202547458
Lig4	0.202750396
GluRS-m	0.202907629
CG13299	0.203072898
CG4038	0.203406075
Tis11	0.203623879
COX3	0.204345162
Cyt-b5	0.204726016
tzn	0.204787324
mthl1	0.205255626
CG40191	0.205308358
CG3907	0.2053325
mRpS7	0.205372939
chico	0.205556968
CG6543	0.205718989
CG42239	0.205727333
CG10189	0.206128418
Sec61beta	0.206215791
CG10907	0.206318804
nero	0.206349736
FucTC	0.206371521
egg	0.206392066
jtb	0.206415505
SmF	0.20645292
Mondo	0.20724605
CCDC53	0.207274571
CG8080	0.207406949
Eglp4	0.207639665
CR44962	0.207758445
ATPsynD	0.207790101
CG10514	0.207805207
CG13996	0.207839188
Muc91C	0.207935662
CG3402	0.207992214
Uhg1	0.208204802
Jra	0.208230718
v	0.208258889
CG6966	0.208437038
lolal	0.208503114
CG3342	0.20850601
tsr	0.208582958
CR45530	0.208665051
Su(var)3-7	0.20868483
Seipin	0.208781417
COX5B	0.20884883
CR44749	0.209407533
CG34325	0.209470289
CG15601	0.209551827
ThrRS	0.209738906
Mical	0.209845417
Asph	0.209900113
CG4847	0.210059317
ebi	0.210294726
CG7860	0.210434043
Marcal1	0.210460513
brv3	0.210785489
cin	0.210823089
DAT	0.211260996
sinu	0.211268009
RfC4	0.211280754
Tsp42El	0.211349166
CG10336	0.211410703
CG5033	0.211445281
CG10399	0.211633185
Ppa	0.211670962
DCTN6-p27	0.211730426
scu	0.211831609
CG16790	0.211928709
CG13807	0.212056037
CG32164	0.212064304
CG11891	0.212120254
Sar1	0.212218761
CstF-64	0.212277694
CG4095	0.212280423
CR44989	0.212499329
Sucb	0.212700061
Wdr24	0.212778039
Npc2h	0.212842296
CG4133	0.212872408
regucalcin	0.212931882
CAH2	0.21363735
CG9471	0.213844234
mRpL37	0.214104086
CG3939	0.214457422
blanks	0.214824146
CG11899	0.215061039
CG18858	0.215126266
CG6406	0.215477816
scramb2	0.215496003
OstDelta	0.215663569
yellow-b	0.215676922
l(2)k10201	0.215717711
CG1529	0.216023163
CG2006	0.216456375
plh	0.21657233
CG4406	0.216692849
CG10924	0.216738183
olf186-F	0.216873167
Pkcdelta	0.216873226
mus308	0.216948833
CG3505	0.217009057
CR32194	0.217180741
obst-A	0.217198857
CG7519	0.217225058
mi	0.217611602
Oat	0.21768828
Cpr67B	0.217691291
mRpS33	0.217798974
Sws1	0.218107453
CG4000	0.218454738
CG6293	0.218685788
CR44772	0.218691857
Zasp66	0.218717751
Las	0.218890129
mRpL11	0.219136783
betaTub60D	0.219533903
Hsl	0.21964559
CkIIalpha-i1	0.219945697
CG15014	0.220105123
CG9328	0.220314027
CG15093	0.220667599
CG4813	0.220696614
CG8303	0.220778498
Cyp4s3	0.220812041
CG13545	0.22082726
CG5991	0.221096649
Karl	0.221324215
CG31126	0.221353761
CR45951	0.221362367
CG13737	0.221490769
CG7655	0.221512749
bonsai	0.221795693
CG11980	0.221851368
CG8468	0.221894325
CG17738	0.221950879
CG5044	0.221990052
Oscillin	0.222291291
rost	0.222316801
CG10560	0.222368785
drpr	0.222547437
Manf	0.222780639
daw	0.222939497
Nup93-1	0.223263718
CG13841	0.223342926
CG32344	0.223348263
CG4250	0.223353379
Tcs3	0.223905062
mof	0.224507518
CG33144	0.224526114
mRpL4	0.224623645
bark	0.224676685
Snx16	0.224939235
CG3918	0.224980089
CG34172	0.225245256
Rtc1	0.225350612
Taf10	0.225528473
CG5274	0.225906169
Tg	0.225971896
Cyt-b5-r	0.22600902
jagn	0.226263013
CG11306	0.226411122
CG16986	0.226734911
CG2063	0.22677855
CG13868	0.226948209
Cog3	0.227021986
CG42806	0.227046138
EloA	0.227183827
CG9698	0.227236242
CG1575	0.227354894
Ctr1A	0.227385835
Fkbp14	0.227562132
CG3876	0.227574185
CG32280	0.227575296
Pp2C1	0.227726283
CG15653	0.22795998
Nha1	0.227990591
CG8613	0.228154128
Spn31A	0.228207692
CG15436	0.228259739
CG30495	0.228327359
CG7296	0.22836359
MED28	0.228467533
smo	0.228755717
CG42260	0.228915617
MESR3	0.228960833
Fib	0.229059933
Prosalpha6	0.229118587
c(2)M	0.229293319
Rpt5	0.229363626
CG9205	0.229462799
neb	0.229519823
Mlp60A	0.229665679
RAF2	0.229721409
CG13192	0.229766711
asl	0.229788402
CG6401	0.229795939
CG11377	0.229899574
Nelf-E	0.230053361
RpS7	0.230166928
CG32803	0.230554297
CG4360	0.230792265
Tip60	0.231199762
Uba5	0.231270322
Obp57b	0.231281496
CG3777	0.231422612
CG1265	0.231554274
CG9515	0.23155571
RNaseX25	0.231999815
Prosalpha7	0.232049025
Cks85A	0.232322908
hoe2	0.232330905
CG3788	0.232361998
CG10361	0.232532042
Hmgcr	0.232648584
alpha-Est8	0.23283251
CG31908	0.232875362
CG31635	0.233116649
GstZ1	0.233312663
Sobp	0.233402281
CG4752	0.233543013
CG13367	0.233545532
CG31637	0.233633167
CG5590	0.233757022
CG18600	0.233766903
fuss	0.233856773
Cpr97Eb	0.233888612
nopo	0.234080363
sn	0.234082212
CG31777	0.234354173
CR45396	0.234367997
rnh1	0.234975903
Shroom	0.23508597
CG14857	0.23539501
CG11241	0.235683578
CG3548	0.235859394
CG17600	0.236042504
CG13258	0.236501522
CR41619	0.236739524
CG9662	0.236820012
mam	0.236974075
tn	0.237149816
Mtp	0.23717
DUBAI	0.23739046
Ate1	0.237630486
CG8031	0.238057612
mRpL20	0.238122656
CG9186	0.23824294
trbd	0.238963276
CG4558	0.239474807
CG33230	0.239535548
CG7950	0.239623247
CG34317	0.239623247
CG5599	0.239694368
CG31036	0.239809691
Cad74A	0.240174665
CG7328	0.240333891
CG5335	0.240581546
CG1544	0.240641036
CG31251	0.240668447
CG8202	0.240950703
opm	0.240958919
mars	0.241139545
CG32532	0.241664078
Ero1L	0.24175843
Pp1-87B	0.242138016
CG13325	0.242152728
CG9953	0.24227126
CR31144	0.242490788
RpII18	0.24297864
CG8219	0.242982141
kz	0.243130523
CG12096	0.243594024
pre-mod(mdg4)-Z	0.24385294
B-H2	0.243927141
CG15021	0.244049997
CG17378	0.244092506
mkg-p	0.244205941
CG33057	0.244205941
CG33632	0.244351318
CG17974	0.244490483
P32	0.244499884
CG16863	0.244576714
Pex16	0.245096967
Rim2	0.245662666
SCOT	0.245675649
Cyp6a8	0.246046868
psh	0.246100727
CG14655	0.246274313
Mtch	0.246415593
CG31370	0.246653693
Ggt-1	0.247182692
CG17264	0.247316171
nahoda	0.247473232
Hsc70-2	0.247487517
CG32650	0.247504194
CG11882	0.248208487
ECSIT	0.248252465
CG17683	0.248407582
alpha-Est7	0.248412004
mu2	0.248436191
CG3609	0.248636908
CG12659	0.248785259
CG7277	0.248804338
Idgf4	0.248842815
CG34001	0.249125387
l(2)41Ab	0.249186825
CG7637	0.249253333
l(2)37Cb	0.249356341
RpI1	0.249360317
Mp20	0.249408078
CG10463	0.249428038
CG14823	0.249428298
CG34305	0.249494809
CG2767	0.249512397
side	0.24959821
gammaCOP	0.249740981
CG18367	0.25022751
E2f2	0.250427582
Corin	0.250650755
hng2	0.250656291
mRpS14	0.250904797
CG14561	0.251081254
Rabex-5	0.251128983
CG4462	0.251212192
Rpn12	0.251282822
Cep97	0.251356874
ORMDL	0.251418742
ND-13B	0.251574545
l(1)G0004	0.252060715
CG32368	0.252277753
CG10420	0.252667019
Bem46	0.252794832
Atx-1	0.253022249
CG2781	0.253105458
EcR	0.25339001
CG11134	0.253636564
Yp1	0.253877571
btd	0.253881393
MFS3	0.254033579
CG15168	0.25437125
serp	0.254475576
Cyp6g2	0.254503626
CG3520	0.254597721
CG34310	0.254632614
CG10932	0.254694085
Gr32a	0.254734411
mael	0.254836851
Cat	0.254944597
Whamy	0.255021908
CG17027	0.255183016
CG9527	0.255230528
CG17514	0.255518365
CR45601	0.255569495
CG34402	0.255909432
Tsp42Eh	0.256075147
GstO1	0.256170879
Mdh1	0.256729158
CG30381	0.25701346
beg	0.257038123
Zpr1	0.257151719
Roc1a	0.257352942
mRpL10	0.25798654
SerRS	0.258026373
CG3448	0.258140638
janA	0.258241042
CG5498	0.25829993
CG2915	0.258344223
fz4	0.258446561
cup	0.258511336
CG9676	0.258574232
crok	0.258672411
RanGAP	0.258686257
Rgk2	0.258826534
tth	0.258942242
JTBR	0.259710301
mthl15	0.25996556
CG11147	0.260010898
CG10585	0.260215627
CG18004	0.260308152
Ice2	0.260320638
CG1275	0.2603918
emc	0.2604388
CG42487	0.260711512
CR45405	0.260735245
Sac1	0.260780566
piwi	0.260833975
dar1	0.260946696
CG42808	0.261133791
alpha-Spec	0.261199235
Sin	0.261408524
ATPsynCF6	0.261436279
IKKepsilon	0.261450981
Cdc42	0.261963769
ade2	0.262009145
CG4511	0.262044031
CG8358	0.262166096
CG15097	0.262251237
CG2233	0.262581786
CG7523	0.262780338
CG43346	0.262883675
CG32649	0.26310514
CG17036	0.263146245
Zip99C	0.263434992
CG5149	0.264211368
r	0.264282383
CG4572	0.264487343
CG13887	0.26471963
CAHbeta	0.265152442
squ	0.265459564
loopin-1	0.265710494
mir-9371	0.26574739
ste24b	0.266024116
CG14671	0.266027593
Ipod	0.26651241
prt	0.267031514
CG7384	0.267134054
pyx	0.267557066
CG12992	0.267853885
CG1598	0.267978028
Taf8	0.268139053
LSm1	0.268169156
Best2	0.26853746
mRpS2	0.268717885
CG7386	0.269047673
mmy	0.269093767
firl	0.269365519
HipHop	0.269422267
CR44544	0.269636546
CG9149	0.270188228
Atg14	0.270770406
Rpb11	0.271019493
let-7-C	0.27102138
Nplp2	0.271200871
CG5104	0.271444104
AspRS	0.27180269
Ufm1	0.272004566
CG11597	0.272066978
wus	0.272283601
ICA69	0.272465619
CG11808	0.272823738
CG12262	0.27287691
Adk2	0.272935738
CG13551	0.272993408
CG11777	0.273153091
CG5162	0.273451495
CG18764	0.273768841
Prx2540-1	0.274434045
cer	0.274514699
CG8525	0.274586236
TfIIB	0.274759353
AcCoAS	0.27482007
snoRNA:Psi28S-2562	0.274896366
Usp15-31	0.275433309
CG45078	0.27551369
CR43890	0.275851596
APC10	0.275912704
DIP1	0.275943726
CG30046	0.276272607
CG31937	0.276291348
CG33679	0.276316031
CR43199	0.276324704
CG14636	0.276329049
Nup75	0.276432975
CG5885	0.276437838
Cyp4ac3	0.276720329
Obp83cd	0.276772717
CG5646	0.276789828
CG16758	0.277009539
ArgRS-m	0.277142579
CR45674	0.277233233
Lpin	0.277445381
mirr	0.277692786
CG43089	0.277726321
CG11403	0.278361194
RpL23A	0.278486701
Pkg21D	0.278539877
CG31997	0.278609061
Galk	0.278882214
CG14253	0.278955348
Prosbeta2	0.279163893
CG9752	0.279293382
mtDNA-helicase	0.279503316
CG9812	0.279567854
by	0.279670598
Tapdelta	0.279713286
CG34253	0.280330968
Rab19	0.280395074
SmD3	0.280409896
mRpL55	0.280703191
CG5482	0.280918764
Glo1	0.281095763
ver	0.281151021
CG11180	0.281232802
Atg16	0.281381269
LeuRS-m	0.281503822
Ndc80	0.281714816
Cyp18a1	0.282057411
noi	0.282191946
CG11802	0.282386557
CG14407	0.282657077
sqz	0.283011085
atilla	0.283118343
CG15534	0.283335705
Hr78	0.283378804
Idgf1	0.283995017
CG9577	0.284324225
CG5355	0.284336279
Gasz	0.284403729
CG9967	0.284422743
pncr016:2R	0.284617019
Idh	0.284994359
CG31769	0.285453944
CG31313	0.286189749
CR43496	0.286323216
Sec61alpha	0.286568974
CG11842	0.286830362
CIAPIN1	0.286922875
sbr	0.287135463
Arl2	0.287422371
Vps8	0.287849478
CG8927	0.287890394
Spase12	0.288092162
Dim1	0.288522786
CG34219	0.288937922
MED15	0.289089763
CG15073	0.289257775
CG6276	0.289385358
AdSL	0.289422931
Adi1	0.289571027
CG42554	0.289748122
CG8128	0.290014674
GluRIIE	0.29004331
Cyp4e2	0.290879924
CycJ	0.291022957
AsnRS-m	0.291045486
CR45181	0.2910557
Apc2	0.29124808
Su(var)3-9	0.291249171
ida	0.291801441
CG9886	0.29188873
CG4962	0.292160648
CR43933	0.292335015
CG11788	0.292410807
CG13667	0.292505895
CG18731	0.292624446
CG34214	0.293048347
CG6770	0.293111017
IntS9	0.29321172
CG1146	0.29336067
CR31044	0.29374228
dpp	0.293897042
CG5800	0.294020065
Cpsf100	0.294078129
CG10171	0.294530943
Tie	0.294637424
RhoGAP16F	0.294677409
GluRIIB	0.294769387
Ercc1	0.294941997
CG7601	0.295302097
CG7560	0.295670739
CG9393	0.29569051
ry	0.295706956
Torsin	0.295864867
CG4565	0.296150683
CG11210	0.296461873
CG11454	0.296613143
CG33228	0.29687221
Gpa2	0.297297622
CG5151	0.297447244
ND4	0.297756788
CR31781	0.297865377
CR44161	0.298292479
CG10680	0.298497206
Tfb4	0.298559846
jhamt	0.298811958
CG6910	0.299059505
CG11425	0.299262354
CR43685	0.299351927
CG11099	0.299408257
CG7715	0.299663305
Vps16B	0.299697522
CG31674	0.299760284
nst	0.300071976
CG1113	0.300367576
CG33120	0.300480947
prom	0.300796485
CG31223	0.300917028
CG15098	0.30097024
Yp2	0.301318097
Zip88E	0.301389929
CG4751	0.301874395
sprt	0.301929714
CG33977	0.302036365
GatB	0.302629643
CG17111	0.302662531
CG5945	0.302739277
CG14721	0.302832331
cype	0.302849703
CG5969	0.302897668
CG6638	0.302918128
CG13827	0.302958733
CG14511	0.303061156
CG15096	0.303074122
CG14984	0.303100008
MED4	0.30365411
park	0.304397232
Arpc4	0.304853631
Spase25	0.304874102
CG13630	0.304951308
Fancm	0.304989891
CG5707	0.305005136
CG6201	0.305334643
CG44002	0.305342985
Cyp9b1	0.305456155
CG30414	0.305849595
pwn	0.305904955
CG13315	0.305977613
CG1673	0.306467288
Acox57D-d	0.306640121
Ppt2	0.306757659
mew	0.307231099
CG32228	0.307243095
Ugt86Da	0.307599023
CG33307	0.307626336
ND-19	0.308166029
jv	0.3084523
CG14803	0.30860616
Pmm2	0.308654565
CG9272	0.308902862
CG32276	0.309317816
lectin-33A	0.309323053
CG34215	0.309553208
mbo	0.309666
Mipp1	0.309689021
snoRNA:Psi28S-2996	0.309890087
CG2453	0.3102894
Vago	0.310291526
CG11378	0.310395954
ntc	0.31050921
CG1896	0.310562812
CG43672	0.310818704
U4-U6-60K	0.310880481
Txl	0.310949282
P58IPK	0.311059869
mxc	0.311241202
CG4942	0.311307958
alpha-Est5	0.31179826
COX7A	0.31184474
AlkB	0.312789079
CG4424	0.312832199
CG43861	0.313076843
CG3386	0.313182921
Glt	0.313337105
CG6583	0.313373615
CG11986	0.313421225
CG13793	0.313470223
att-ORFA	0.313494475
CG9547	0.314033034
prage	0.314476355
CG11857	0.314717141
Arpc3B	0.314753553
CR44431	0.314840949
CG9512	0.315077428
E(z)	0.315356712
CG7616	0.315452599
dia	0.315879291
spel1	0.316172635
CG32444	0.31647296
upd2	0.3165172
CG14502	0.316838883
CG2046	0.316850412
dwg	0.317101652
CG16799	0.317194472
Taldo	0.317283542
CG9498	0.317539013
CG11985	0.317800362
CG5171	0.318010244
CG13148	0.318586866
CG43064	0.318642098
ADPS	0.318651457
GstE7	0.318696725
CR44366	0.318719785
Cda4	0.31890705
Aldh	0.319237828
Zasp52	0.31940168
CG17224	0.320061458
aurA	0.320543497
CG8067	0.321324027
mRpL30	0.32158705
Rrp4	0.321942159
CR44024	0.321988626
UK114	0.322152475
CG11560	0.322369191
CG3437	0.322566739
CG11170	0.323108365
CG14715	0.323524681
Syb	0.323651353
CG32641	0.323718928
CG2930	0.324335823
CG17687	0.324440956
Rhp	0.325259496
CG9400	0.325380368
Gip	0.325784267
fau	0.326110688
snoRNA:Me18S-C419	0.326240401
Adgf-A	0.32632607
CR43152	0.326364812
CG11596	0.326450727
Dysb	0.326747466
ade3	0.326961138
CG5830	0.327057483
CG14132	0.32708301
CG15642	0.327904558
tw	0.328138625
dup	0.328272691
glob1	0.328767094
modSP	0.329939156
CG18493	0.330188384
CG5642	0.330248584
CG43232	0.330259259
CG13306	0.330557457
Cyp9h1	0.33055797
Crys	0.330872454
CG17350	0.330966469
Asciz	0.33099309
janB	0.33112935
Csl4	0.3322816
CG16908	0.332353109
Dhfr	0.33255609
Tm2	0.332759993
CR44843	0.332820192
CG15365	0.332831338
CG42369	0.332853902
CG11284	0.333146311
e(y)2	0.333356149
Unc-89	0.333607363
gprs	0.333678719
CG6321	0.334075644
CG11109	0.334172301
senju	0.334273616
Ak6	0.334445416
Mlc1	0.334775991
Pfdn1	0.335160106
CG3420	0.335453875
Rab3-GAP	0.335785882
Atu	0.335898263
Sem1	0.336065545
PK1-R	0.336074321
CG17108	0.336243374
Urm1	0.336683552
CG12375	0.337532634
GstO3	0.33753844
Sptr	0.337698955
Strica	0.337881031
Kr-h1	0.338468387
beat-Ia	0.338528261
wcd	0.339239488
mthl14	0.339519423
cN-IIIB	0.339652121
CG2256	0.3399815
mdy	0.340185309
snoRNA:Me28S-G2703b	0.340353135
Npc2g	0.340395578
bigmax	0.340656061
CR46029	0.340764495
CG3527	0.341120868
bowl	0.341351471
Cp1	0.341443858
GV1	0.342185293
Art8	0.342634643
CG11836	0.342806296
CG13116	0.342854665
CG13365	0.343333451
CG15863	0.34375299
Jon99Fii	0.343784012
CR32652	0.34399158
CR45135	0.344159606
CG2608	0.34416418
Faa	0.344374543
TwdlC	0.344418258
CG32196	0.344580471
prc	0.344802577
CG7044	0.345168184
CG32795	0.345193614
Mrp4	0.345416018
CG33506	0.345501506
Prx2540-2	0.345574399
CG13875	0.346214342
CG3358	0.346446405
CG11920	0.346707993
bond	0.347290377
CG8142	0.347825104
CG11035	0.347878179
pav	0.348456445
CG12384	0.349147982
CG13870	0.34929945
CG31103	0.349354642
CG30385	0.349441378
