gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG1764	1147.732144	-0.564177378	0.109683722	-5.143674653	2.69E-07	3.05E-05
RpS15Aa	7733.755565	-0.193423653	0.121332202	-1.594165848	0.110898893	0.523833288
Rbp1-like	14720.17529	0.061765196	0.081556683	0.757328455	0.448853107	0.854929683
Yippee	203.566515	-0.443279304	0.193775305	-2.287594406	0.022161152	0.222518701
CR44620	17.46729763	0.467642788	0.585737896	0.798382334	0.424648652	0.845031952
CG1998	2637.314846	-0.158929564	0.089283287	-1.780059506	0.075066223	0.434212367
CG34324	8845.71059	2.259582835	1.173990208	1.924703306	NA	NA
up	787.7292408	0.145138211	0.454436918	0.319380327	0.749438127	0.953745376
Ndc80	7.774595915	-0.238459907	0.855354007	-0.278785047	0.780409791	0.956723877
tth	109.244849	0.097048872	0.241940017	0.401127821	0.688326018	0.942704207
CG2691	74.95510643	0.193569728	0.283461396	0.682878623	0.494683543	0.878116683
Lig4	84.06965322	-0.046264489	0.275657316	-0.167833345	0.866714389	0.969211271
CG12177	306.7969689	-0.047112465	0.163720026	-0.287762383	0.773528634	0.95497349
CG9940	577.8402912	0.503051095	0.142492942	3.530357977	0.000414998	0.013746967
CG9941	250.5585001	-0.232074069	0.172598595	-1.344588397	0.178758192	0.636559591
g	1307.499551	0.128310347	0.102075366	1.25701579	0.208747918	0.6771162
Grip91	138.0054218	0.27347651	0.222007286	1.231835743	0.218010449	0.687801893
Pdcd4	2920.601293	0.226941772	0.087710567	2.587393746	0.009670502	0.131298173
CG32625	23.26119461	0.88281773	0.671104672	1.315469503	0.18835216	0.65179844
CtsB1	6053.274054	0.174456986	0.099543051	1.752578254	0.079674427	0.447305691
Clic	122.0465265	-0.20842642	0.241446773	-0.863239617	0.388005736	0.823832459
jub	119.1723375	0.188150348	0.24123627	0.779942202	0.435424896	0.848937988
AMPdeam	1091.707456	0.042288952	0.11180623	0.378234314	0.705256537	0.944514463
mamo	11390.52105	0.126572099	0.084127323	1.504530214	0.1324449	0.563314672
l(1)G0469	762.5269285	0.204564261	0.132481079	1.544101718	0.122563693	0.545774637
CG11674	4.745651878	-0.083696511	1.145769253	-0.073048313	0.941767672	0.986137985
CG42271	1781.829174	-0.079632681	0.09685375	-0.822195123	0.410965854	0.837676877
Fbxl4	113.814844	-0.014094021	0.267598414	-0.052668551	0.957995997	0.990156149
mRNA-cap	1518.871436	0.089956009	0.103320141	0.870653172	0.383943554	0.822449196
CG13404	42.57926475	0.097498152	0.380118747	0.256493933	0.797569464	0.959571896
CG9400	11.78468979	-0.512470349	0.788362185	-0.650044305	0.515663603	0.886355798
CG9411	6.38728245	2.035040876	1.213956476	1.676370543	0.093665635	0.486362588
mRpS25	157.4605253	-0.429139961	0.211698539	-2.027127645	0.04264936	0.327890829
CG9413	929.690852	-0.496175321	0.12313483	-4.029528634	5.59E-05	0.002937584
NetA	19.95573559	0.621530012	0.602266644	1.031984784	0.302079246	0.771065508
NetB	840.9561858	0.202119018	0.12895146	1.567403873	0.117020319	0.53830722
CG15890	73.11187013	-0.10891978	0.279061193	-0.390307868	0.696308906	0.943301026
Ag5r	285.8667169	2.1965986	1.050485515	2.091031784	0.036525215	0.302235151
rut	588.5081313	0.066299655	0.153725357	0.431286396	0.666260141	0.937112963
CG14408	1235.147481	0.239446299	0.13912565	1.721079459	0.085236406	0.462647764
CG14407	203.1342773	0.071080582	0.185718175	0.382733579	0.701917314	0.944514463
CG32590	141.2242918	-0.208309286	0.247334239	-0.84221775	0.39966608	0.830546139
CG9519	27.45670961	-1.888300874	0.884563569	-2.134726027	0.032783396	0.284767743
CG9518	15.87936214	-1.402672904	0.665185659	-2.108693844	0.034971017	0.29475132
CG9512	1324.965352	0.91936879	0.147266791	6.242879234	4.30E-10	8.20E-08
CG9509	26.2399424	1.49563262	0.806452731	1.854581878	0.063655958	0.404840252
pdgy	2259.579063	-0.054061554	0.117758103	-0.459089887	0.646169618	0.9311377
CR44831	14.23861123	0.118893552	0.619174534	0.192019448	0.847726971	0.965669409
hiw	1851.585325	0.187978041	0.124034256	1.515533275	0.12963741	0.55882048
opm	200.7048961	0.380255028	0.208830221	1.820881228	0.068624913	0.420318999
Lsd-2	1180.79915	-0.007604307	0.156504385	-0.048588459	0.961247268	0.991142585
CR44662	43.35435572	-0.256283086	0.369097504	-0.694350632	0.487462345	0.874604062
CR44960	19.4212026	0.079275954	0.572528315	0.138466434	0.889871796	0.974743141
CG9065	603.8339456	0.025837468	0.12018851	0.214974529	0.829787177	0.964127087
CG15027	54.54615508	0.169749704	0.356016012	0.476803567	0.633502006	0.926920942
Cyp4s3	70.50762116	0.137616964	0.307729676	0.447200822	0.654730068	0.933978548
RpL37a	7759.185421	-0.021248722	0.098122952	-0.216552003	0.828557494	0.964127087
CG9095	105.9504902	-0.21478655	0.273895889	-0.784190484	0.432928348	0.848937988
CR44429	12.29241875	-0.452784488	0.775493219	-0.58386647	0.559310154	0.903281449
CR44961	19.52620405	0.305487871	0.578106887	0.528428009	0.597202302	0.913016187
CR44998	45.53897083	-0.835967105	0.35924853	-2.326988243	0.019965891	0.210937879
CG9123	112.0255336	-0.277035408	0.249814275	-1.108965482	0.267445073	0.744741929
CG12608	109.8986037	-0.131736966	0.237866507	-0.553827301	0.579697042	0.908831201
acj6	1094.351711	0.014566028	0.111999218	0.130054727	0.896523129	0.976113007
Pp1-13C	16.46764585	0.008781313	0.683650509	0.01284474	0.989751662	0.99744631
CG9164	391.8070253	0.149531109	0.145954309	1.024506302	0.305596196	0.774080375
Cngl	12826.05274	0.137936015	0.088648235	1.555992786	0.119709808	0.542083829
Scamp	981.025758	0.202074255	0.121089263	1.668804075	0.095156215	0.49138918
shtd	67.08748365	-0.020419256	0.311594245	-0.065531556	0.947750783	0.987444737
CG15642	76.87434319	-0.029422592	0.292142757	-0.100713063	0.919778241	0.982374739
Grip128	135.3246951	0.201833031	0.221914992	0.909506063	0.363083059	0.814920578
mh	14.46509283	0.437761704	0.69994182	0.625425844	0.531691604	0.893756744
Ac13E	822.6043585	0.415180033	0.113976999	3.64266505	0.00026983	0.009927811
CR44353	4.396480147	-0.083856739	1.166571536	-0.071883066	0.942694967	0.986654836
CG15643	41.73425787	-0.328074264	0.380605422	-0.861980007	0.38869852	0.824741848
CG9213	52.0975881	0.300769171	0.386487934	0.778211022	0.43644462	0.848937988
cerv	243.1299509	-0.158295839	0.190652162	-0.830286097	0.406377047	0.834942815
CG9215	77.26883869	0.094872175	0.302355568	0.313776842	0.753690534	0.95384954
CG9220	54.6604897	0.435248088	0.33807826	1.28741815	0.197948582	0.663632478
sog	444.3673694	0.118737511	0.152479201	0.778712835	0.436148894	0.848937988
CG15646	3.117074918	-0.29308097	1.276573806	-0.229584039	0.818415011	0.964108928
CG9240	189.3843353	-0.196387407	0.197906582	-0.992323776	0.321039609	0.783599869
Pis	4290.130463	-0.191157562	0.150347486	-1.271438367	0.203572741	0.671535823
CG9281	1752.87316	0.021915537	0.100186512	0.218747384	0.826846836	0.964127087
CG12379	22.51300087	0.27177414	0.51532515	0.527383807	0.597927086	0.913258571
Arp6	287.6766036	-0.196953319	0.194907939	-1.010494082	0.312258634	0.779436522
CG11679	38.62633599	0.046464919	0.404360726	0.114909574	0.908516797	0.978816704
CG8944	424.3319883	-0.142156956	0.143411219	-0.991254086	0.321561526	0.783599869
Graf	474.2311877	-0.214761473	0.134601526	-1.595535209	0.110592603	0.523586855
CG8952	39.43576826	5.518351601	2.235488967	2.468521063	NA	NA
Efhc1.1	7.52251545	-0.457960562	0.887812913	-0.51583003	0.605973127	0.916096535
Paf-AHalpha	759.4097541	0.138791714	0.152474263	0.910263222	0.36268371	0.814920578
CG8974	604.7148432	0.007851642	0.121178528	0.064794005	0.948338015	0.987444737
CG32581	51.57713202	-2.878002099	0.407741751	-7.058394416	1.68E-12	4.57E-10
PGRP-LE	172.1328	0.019130902	0.209058178	0.091509943	0.927087406	0.983375535
CR44384	11.7825032	-0.877237055	0.787399661	-1.114093768	0.265238962	0.743859947
Chc	1112.605723	-0.004714301	0.116253378	-0.040551951	0.96765309	0.993399316
ArgRS	115.871904	0.03572792	0.233164881	0.153230281	0.878216679	0.972593814
sun	1395.697777	-0.248993124	0.120185272	-2.07174406	0.038289316	0.310498669
UBL3	1363.278326	-0.111345853	0.09362232	-1.189308852	0.234318153	0.710820264
Myb	596.5509547	0.034947761	0.132355976	0.264043696	0.791746248	0.958870065
AlkB	22.48048003	-0.59148209	0.522926532	-1.13109979	0.258013093	0.735550874
tay	382.313217	0.195668705	0.151717408	1.289691854	0.197157669	0.662240213
MSBP	1088.143897	-0.027975407	0.119985	-0.233157532	0.815639081	0.963638299
CycD	50.9629138	-0.204370669	0.346705663	-0.589464469	0.55554974	0.902793045
CR45000	28.61726569	-0.015619954	0.451980334	-0.034558924	0.972431456	0.993811484
Ranbp16	320.8703949	-0.019538215	0.153863292	-0.12698425	0.898952864	0.976835907
Stim	702.7282841	-0.153530578	0.123831065	-1.239838952	0.215034967	0.684882772
mmd	3714.806828	0.072171855	0.101658571	0.70994363	0.477739093	0.870013812
CG9170	978.9455354	-0.134076857	0.111559418	-1.201842559	0.229424533	0.704655045
ND-20	2744.522675	-0.0538633	0.107019578	-0.503303241	0.614751088	0.919849776
eIF5	3635.697403	-0.12533204	0.083186255	-1.506643612	0.131902032	0.562484113
CG46312	3196.739373	-0.122549695	0.089750542	-1.365447965	0.172112297	0.62455121
vap	205.9406463	-0.212571093	0.184697746	-1.150913302	0.249767905	0.727994563
Nipsnap	1731.583517	-0.010640976	0.115309669	-0.092281729	0.926474205	0.983060795
Tob	6295.038379	0.06449998	0.080719598	0.799062207	0.424254342	0.84489763
CG42354	436.8442431	-0.110840096	0.149336735	-0.742215878	0.45795655	0.86176858
CG42353	435.4623538	-0.108641907	0.14921043	-0.728112011	0.466545022	0.865540575
disco-r	141.9851377	0.453224633	0.212367094	2.134156586	0.032829965	0.284932014
disco	474.5693547	0.099244199	0.159402658	0.622600653	0.533546982	0.895012244
kat80	122.9927352	0.008550235	0.246231613	0.034724359	0.972299537	0.993811484
CG32576	280.0219928	0.109872094	0.171372858	0.641128909	0.521438933	0.888700827
CG9911	1055.689598	-0.194626444	0.113870548	-1.709190373	0.087415692	0.46926979
CG9914	216.8277865	0.360632734	0.258517702	1.395002086	0.163015211	0.607968779
CG9915	166.2042822	0.26883744	0.205673164	1.307109955	0.191175371	0.656058851
Cyp1	5942.459702	-0.151849747	0.084829313	-1.790062204	0.073443912	0.429897262
CG9917	499.7952914	-0.028985645	0.13028117	-0.222485299	0.823936116	0.964127087
CG9919	2713.813343	-0.174523496	0.095812785	-1.821505297	0.068530082	0.420236254
CG9921	385.5391064	0.019982228	0.152448522	0.131075247	0.895715782	0.975621151
U2af50	310.9269084	0.02569188	0.158218766	0.162382002	0.871005043	0.970003022
CG9992	54.47249784	0.110959389	0.338556886	0.327742229	0.743106571	0.952286912
TH1	349.8543851	-0.046004155	0.156290896	-0.294349548	0.768490815	0.954639865
AnxB11	221.69904	0.279365116	0.223066852	1.252382924	0.210430365	0.678776497
CG9947	4095.834667	-0.143100333	0.088380156	-1.619145504	0.10541596	0.512891535
eIF-2alpha	187.5794198	-0.065749762	0.211107118	-0.31145213	0.755456929	0.95384954
CG34015	411.0516641	-0.116551404	0.146693849	-0.794521412	0.426891949	0.846878655
para	15541.18408	0.034024719	0.070955702	0.479520578	0.631568332	0.926364907
CG9902	66.32099005	-0.474874431	0.310007375	-1.531816559	0.125567709	0.551406025
Arp2	490.7248478	0.018163038	0.137428969	0.132163094	0.894855292	0.975597654
Pp2B-14D	669.6184717	0.098499724	0.1342377	0.733770949	0.463088349	0.863667987
CanA-14F	2784.835784	0.177658497	0.100981233	1.759321918	0.078522846	0.444229741
SMC3	410.2811481	0.111796784	0.174094636	0.642160991	0.520768658	0.888238198
CG9784	399.9312556	-0.165491359	0.144742268	-1.14335198	0.252892481	0.731825377
CG9782	52.11960632	-0.657736299	0.35025169	-1.877896146	0.060395374	0.391562706
Rok	439.6326001	0.250697073	0.180738586	1.387070012	0.165420415	0.613007596
SNRPG	334.7348385	-0.099236257	0.154114116	-0.643914128	0.51963112	0.887664847
CG9723	136.5609824	-0.096816244	0.211660811	-0.457412234	0.647374773	0.931151889
CG15865	20.74751844	2.90678713	1.014247097	2.865955582	0.004157526	0.075141808
CG13012	212.5436538	-0.054279442	0.207813492	-0.261193061	0.793943629	0.958870065
Axs	90.24492415	-0.213091077	0.281484349	-0.75702638	0.449034058	0.854929683
4-Sep	563.9972729	-0.124195642	0.136177048	-0.912015971	0.36176031	0.81407923
CG9676	19.52981145	-3.061474501	0.992434381	-3.08481302	0.002036802	0.044485173
spheroide	18.01965839	6.573379988	1.430255019	4.595949603	4.31E-06	0.000352216
CG9673	31.24708755	3.896825133	1.883577907	2.068842026	NA	NA
CG9672	34.9668386	5.887169376	1.892360228	3.111019398	NA	NA
CG34325	221.6648911	0.41623181	0.20835029	1.99775009	0.045743761	0.339274459
goe	640.2665367	-0.056075979	0.153375919	-0.365611365	0.714655094	0.947227019
if	194.1430634	0.564863494	0.206152978	2.740021017	0.006143526	0.098722051
CG9609	259.4428333	0.155883613	0.179924158	0.866385121	0.386279001	0.823174368
Rrp45	34.16927644	0.588937814	0.463855676	1.269657448	0.204206676	0.672550249
CG9132	1148.979212	0.031738531	0.100110174	0.31703602	0.751216271	0.953745376
CG9125	66.74332577	-0.315905767	0.317614878	-0.994618918	0.319921643	0.783416393
CR44053	16.93135581	0.158885596	0.647070666	0.245545973	0.806033716	0.962584038
CR44129	25.44626368	0.195007373	0.463933281	0.42033495	0.674240781	0.940049876
CG46306	234.4153129	0.181874261	0.168954287	1.076470231	0.281717008	0.756976685
CG13004	234.4153129	0.181874261	0.168954287	1.076470231	0.281717008	0.756976685
RSG7	2209.841401	0.110737686	0.104652465	1.058146942	0.289988456	0.762496446
CG13003	21.2186376	0.938782885	0.635751008	1.476651824	0.139768992	0.57472771
Nprl2	130.1471163	-0.483171254	0.24050586	-2.008979133	0.044539347	0.334434657
DENR	177.8998403	-0.200087149	0.187244618	-1.068586916	0.285255847	0.760285064
CR44754	4.802152381	-1.025249668	1.179019437	-0.869578257	0.384530924	0.822449196
wus	14.16843413	0.038030101	0.70420454	0.05400434	0.956931707	0.990156149
CG13001	66.39855158	0.075575227	0.338386075	0.223340239	0.823270712	0.964127087
Ubr1	287.5941845	0.077705056	0.197749659	0.392946601	0.694358922	0.942704207
CG45002	1273.780784	-0.066252867	0.102577451	-0.645881393	0.518356171	0.887029695
wcy	601.8936544	0.125831666	0.159883385	0.787021527	0.431269265	0.848212288
CG8945	1.826909771	3.171443363	2.237536753	1.417381573	0.156371397	NA
Arpc3B	19.05594466	0.68552625	0.6534773	1.049043707	0.294158003	0.766488848
mei-218	6.568759022	0.04566838	0.942365551	0.048461428	0.961348505	0.991142585
RpS5a	16446.70231	0.073780887	0.111034279	0.664487466	0.506378369	0.883680736
snoRNA:Psi28S-1192d	8.285277328	-0.718577819	0.854986504	-0.84045516	0.400653233	0.831318846
xmas-2	10.17329221	-0.229346192	0.741987441	-0.309097135	0.757247638	0.954277988
CG34327	0.451866261	-2.383011098	3.937778721	-0.60516633	0.545068485	NA
CG8915	30.238731	-0.238629469	0.493003482	-0.484032016	0.628363147	0.925661053
CG8675	40.01295917	0.340933479	0.386067871	0.88309208	0.377186523	0.821376654
CG8664	4.488290943	-0.599183609	1.101886475	-0.543779802	0.586593009	0.909528005
CG8661	25.42721771	5.719617966	1.949110464	2.934476044	NA	NA
Fim	1066.038488	-0.109218328	0.112417553	-0.971541593	0.331278652	0.78927675
CG8611	26.75270623	0.041340523	0.472066791	0.087573462	0.930215695	0.98465642
CG12994	640.8224346	-0.06544036	0.118807258	-0.550811125	0.581763157	0.908978464
CG8568	7.308580354	0.349621499	0.960405654	0.364035237	0.715831697	0.94761758
CG43658	378.2206217	0.141511975	0.144636214	0.97839933	0.327876859	0.786645078
Ankle2	411.1829994	0.099062687	0.14555708	0.680576217	0.49613968	0.878822383
stas	1722.2837	-0.10848189	0.107398801	-1.010084738	0.312454694	0.779436522
CG8326	58.99331344	-0.116779884	0.335234878	-0.348352427	0.727575525	0.950000716
CG8289	488.4087399	-0.283444285	0.13916705	-2.036719786	0.041678131	0.324786764
RhoGAPp190	8737.50958	0.270704492	0.084769198	3.193429917	0.001405935	0.034240989
IntS2	161.4770941	0.55915417	0.205334164	2.723142414	0.006466418	0.102274226
CG12990	15.25867237	-0.177086876	0.728664452	-0.243029388	0.807982631	0.962667159
chas	145.2413907	0.31476728	0.232243596	1.355332445	0.175311662	0.631286554
CG8188	1711.129621	-0.043137376	0.094022204	-0.458799878	0.646377882	0.931151889
CG8173	81.42980664	-0.300116382	0.275987031	-1.087429295	0.276847131	0.752817855
Socs16D	1103.210832	0.000258116	0.115798451	0.002229012	0.998221507	0.999025661
CG8142	42.39608211	-0.281370188	0.378131679	-0.744106361	0.456812131	0.860753001
CG15814	2080.394964	0.072980888	0.103341617	0.70621004	0.480057528	0.871923951
CG32554	11.57044217	0.172859696	0.732934511	0.235846031	0.813552148	0.963261749
CG32557	18.48009876	3.289630376	1.023518106	3.214042192	0.001308804	0.032256706
Arp8	31.99202526	-0.109633916	0.415477426	-0.263874544	0.791876592	0.958870065
mnb	564.6129533	0.151781084	0.173320283	0.875726036	0.381178988	0.822449196
CG7772	307.8496299	0.122868541	0.182458654	0.67340484	0.50068977	0.882179924
Sh	23643.38277	-0.069899537	0.082690891	-0.845311206	0.397937106	0.830204145
CG12672	118.5041522	0.255319383	0.235068846	1.08614726	0.277413846	0.752817855
CG7536	1760.584198	-0.085694758	0.172506224	-0.496763279	0.619355993	0.922998006
CG7206	272.1391837	-0.064103077	0.175874988	-0.36448092	0.715498919	0.947438286
Mvb12	750.3674434	-0.011401826	0.120174179	-0.094877506	0.924412124	0.983004459
wupA	356.4454729	-0.084368928	0.522347515	-0.161518769	0.87168483	0.970032858
CR32553	4.686881413	-0.514598824	1.108756807	-0.464122358	0.642560084	0.930057728
ari-1	1231.606982	0.149743966	0.097520309	1.535515716	0.1246572	0.549901832
Andorra	2.295671517	-0.595881168	1.601277712	-0.372128559	0.709797134	0.94609541
Hesr	45.519931	-0.048067886	0.386393812	-0.124401283	0.900997557	0.977036621
CG33639	748.7401598	0.055463381	0.119428233	0.464407618	0.642355733	0.930057728
upd2	3.723610433	0.625051877	1.540009718	0.405875281	0.684834242	0.942704207
CG6023	169.6589892	0.127361313	0.195364805	0.651915342	0.514455787	0.886139932
CG6123	153.6308329	-0.139023104	0.213685812	-0.650595857	0.515307406	0.886139932
por	107.8047486	0.309846508	0.253751034	1.221065004	0.222061409	0.693235343
betaCOP	349.6362483	0.230272123	0.162764232	1.414758759	0.15713924	0.5995735
CG32549	13582.00721	0.109345214	0.088635945	1.233644134	0.21733554	0.686418059
CG34328	84.27678322	-0.061947055	0.289432722	-0.214029205	0.830524282	0.964199899
CG32548	5.842732489	1.293641556	1.188390446	1.088566102	0.276345272	0.752354658
CG32547	447.166393	0.083674151	0.139930864	0.597967798	0.54986142	0.901824893
Hayan	36.62189599	1.851292282	0.434753617	4.25825619	2.06E-05	0.00135191
psh	86.11531813	0.072525195	0.283859236	0.255497043	0.798339227	0.959571896
CG15046	12.71011961	0.452279368	0.795562466	0.568502648	0.569693708	0.905698901
CG15044	8.765171013	2.762400395	1.161530239	2.378242342	0.017395389	0.192489044
CG15043	178.5419753	1.951156681	1.002942858	1.945431552	0.05172306	0.364218023
GalNAc-T2	385.1221033	0.174855551	0.149773777	1.167464389	0.243022882	0.720674072
Wnt5	331.7074407	0.038391276	0.149757605	0.256356104	0.797675879	0.959571896
Ggt-1	32.31809251	-0.313872107	0.442678904	-0.709028834	0.478306584	0.870431801
CG6470	10.73766947	-0.307666516	0.742450539	-0.414393282	0.678586108	0.941599745
CR43492	63.14389463	0.485168634	0.329733758	1.471395095	0.141184299	0.57747645
CG15040	22.24629261	-1.047049198	0.561852624	-1.863565556	0.062382738	0.400166234
wgn	855.8496966	0.04095203	0.138968512	0.294685675	0.768234007	0.954639865
Rip11	1072.960902	0.260983049	0.130751264	1.996026972	0.045930987	0.3399289
CG6617	548.4711576	-0.059841901	0.133231046	-0.44915883	0.653317085	0.933290881
Ing3	23.78983877	0.068114505	0.475688767	0.143191325	0.886139081	0.974176161
CG6659	570.8955891	0.165883337	0.128166752	1.294277449	0.195569603	0.661131735
Cyp18a1	113.5119699	0.174549381	0.263767623	0.661754384	0.508128645	0.884545674
CCKLR-17D1	31.19843539	-0.418517179	0.44626113	-0.937830232	0.348331662	0.803795802
CCKLR-17D3	67.1552899	-0.014792994	0.326999096	-0.045238639	0.963917096	0.991605122
CG18259	338.6571348	0.120720655	0.147167733	0.820292954	0.412049122	0.837895309
CG6961	574.3404682	0.045996154	0.148587443	0.309556133	0.756898519	0.954277988
bnb	18038.33379	0.016660284	0.076686696	0.217251301	0.828012507	0.964127087
CR44841	18.78895389	-0.030188685	0.562946083	-0.053626245	0.957232946	0.990156149
CG7280	48.57733089	0.043552221	0.363418183	0.119840512	0.904609489	0.978078681
CG7322	323.8014498	0.442212828	0.22769615	1.942118157	0.052122798	0.366281763
CG7326	128.0457187	-0.002288994	0.250360876	-0.009142777	0.992705221	0.998321862
CG7358	163.6965847	0.182083285	0.234188578	0.777507114	0.436859639	0.848937988
CG34330	76.85259659	1.201027753	1.654659586	0.725845825	0.467933291	0.866207551
tgy	16.95327349	1.953047181	0.942199302	2.072859932	0.038185317	0.310498669
Obp18a	486.7096955	0.405662003	0.177067725	2.290999121	0.021963464	0.22169492
RhoGAP18B	368.7253604	0.544068557	0.166005256	3.277417652	0.001047613	0.027887616
CG33939	1.314465839	-0.318411323	2.412000564	-0.132011297	0.894975356	NA
CG7556	660.6606676	0.059171176	0.124435584	0.475516516	0.634418864	0.927146208
CG7914	25.98199016	0.286673027	0.467198493	0.613600067	0.539479639	0.898725621
CG7990	626.4840456	-0.22881064	0.130856754	-1.748558118	0.080367431	0.4481087
Ulp1	180.8948431	0.192756326	0.204459074	0.942762397	0.345802449	0.801813377
CG14196	80.21435871	0.330652171	0.280142935	1.180298089	0.237881678	0.71573849
CG7992	38.5413423	2.82851655	0.798923162	3.540411248	0.000399504	0.013449967
rictor	259.04245	0.117317906	0.17133229	0.684739033	0.493508613	0.877708692
CG8010	74.77274266	0.240589788	0.276631066	0.869713556	0.384456962	0.822449196
CG32537	132.9855533	0.040769326	0.237148505	0.171914749	0.863504551	0.96900702
CG32536	68.43397854	-0.022902683	0.344509784	-0.066479049	0.946996437	0.987444737
CG8034	683.0859582	0.139971595	0.169327517	0.826632299	0.408445505	0.836375589
CG8051	310.7032368	0.347270095	0.191938632	1.809276701	0.070408027	0.42172858
out	113.6797218	0.351041173	0.318122711	1.103477246	0.269819967	0.746251851
nAChRalpha7	3168.803346	-0.066977627	0.095702374	-0.699853346	0.484018896	0.874028768
CG32533	134.0166515	-0.319739033	0.229240869	-1.394773253	0.163084227	0.607968779
mRpS14	337.3330573	0.056250583	0.216064533	0.260341586	0.794600297	0.958870065
pcm	158.1319858	0.041488359	0.214249247	0.193645296	0.846453628	0.9656656
CG12204	30.79932838	-0.234986288	0.482608178	-0.486909046	0.626322788	0.925661053
ksh	417.2679943	-0.18874073	0.176013443	-1.072308606	0.283581443	0.758425758
CR44340	8.156257789	-0.478636036	0.861441957	-0.555621922	0.578469342	0.908166894
l(1)G0156	1976.338385	-0.042076247	0.089162663	-0.471904336	0.636995073	0.928353258
CG12231	11.62755451	0.308588831	0.741277812	0.41629309	0.677195548	0.941338192
CG32532	283.495999	-0.006808026	0.188690022	-0.036080477	0.971218189	0.993696099
Grip84	355.4509756	-0.280282476	0.142742995	-1.963546266	0.049582734	0.356704837
Tao	466.5188991	0.203948977	0.158576929	1.286120112	0.198401146	0.663700638
CG14218	1.631563926	2.071685162	2.05841092	1.006448781	0.314199738	NA
CG14220	142.4055015	-0.212707756	0.235854382	-0.901860519	0.367130966	0.817752586
Tim9b	94.87887138	0.094357599	0.29085662	0.324412762	0.745625559	0.952679617
NAA20	661.0589454	-0.08200913	0.123810504	-0.662376192	0.507730158	0.884336374
e(y)3	848.8629692	0.065003216	0.127071804	0.511547129	0.608967996	0.916412444
CG12237	2884.221415	0.023214019	0.099448249	0.233428129	0.815428973	0.963638299
Arp10	87.92353691	-0.01948172	0.273676311	-0.071185261	0.943250312	0.986884888
Ranbp21	177.323314	0.34301616	0.196083177	1.749340073	0.080232253	0.448051444
CG14223	35.20180207	0.044168747	0.441652608	0.100007894	0.920338058	0.982374739
et	128.3979324	0.175499851	0.225873119	0.77698423	0.437168075	0.848937988
dome	247.3093202	0.294845688	0.18465196	1.596764467	0.110318219	0.523586855
Mer	283.8343979	0.027498341	0.162283724	0.169446082	0.865445779	0.969062744
CG14229	269.2181387	-0.05598061	0.172224247	-0.325044883	0.745147103	0.952679617
CG14231	79.80315574	-0.171397158	0.272720821	-0.628471115	0.529695363	0.892382932
CG14232	934.8774653	-0.117818043	0.106505533	-1.106215228	0.268633373	0.744741929
meso18E	12.56459504	0.559378061	0.804541217	0.695275829	0.486882459	0.874604062
COX6B	4557.974325	0.041048699	0.10794565	0.380271909	0.703743585	0.944514463
CG18809	147.1900109	-0.092429907	0.235350139	-0.392733598	0.694516253	0.942704207
CR45501	12.53120898	1.080516647	0.690047665	1.565857985	0.117381868	0.538409618
CG12702	10.09615695	1.101103484	0.783447321	1.405459506	0.159884683	0.604230374
zld	1226.466923	0.192303883	0.116788802	1.646595227	0.099641272	0.502695586
pico	818.9960851	0.053904106	0.113336736	0.475610183	0.634352119	0.927146208
CG15618	81.82409926	0.150804931	0.2782493	0.541977755	0.58783383	0.909528005
amn	11.58155083	0.032284891	0.719620284	0.044863787	0.964215882	0.991748404
Dop2R	914.6676351	0.432538066	0.115558439	3.743024494	0.000181818	0.007432913
Rab35	443.0360468	-0.060368534	0.137388269	-0.439400934	0.66037105	0.935776361
Phf7	14.71887757	-0.282073101	0.722479174	-0.390423851	0.696223154	0.943301026
CG9581	127.7359776	0.007161194	0.229741669	0.031170635	0.975133458	0.994695694
AnxB10	608.0020174	0.009224648	0.141817525	0.065045898	0.948137456	0.987444737
sw	510.4001582	0.301602575	0.162833261	1.852217252	0.063994632	0.405706279
CG17068	186.3349937	0.211674496	0.18721127	1.130671756	0.258193273	0.735550874
CG17065	358.1216578	-0.122496837	0.14041382	-0.872398716	0.382990901	0.822449196
CG1504	135.2125623	0.076233654	0.256671625	0.297008499	0.766460021	0.954639865
Syx16	479.5677355	-0.002320923	0.154460691	-0.015025977	0.988011456	0.996198579
Pp4-19C	149.124971	0.067344502	0.226036008	0.297937052	0.765751208	0.954639865
CG15456	204.9821441	-0.338699128	0.232489518	-1.456836126	0.145161621	0.584148235
CG11710	93.29782951	0.291549982	0.265006106	1.100163264	0.271260993	0.74681202
RhoGAP19D	1373.185567	0.200991229	0.102061686	1.969311268	0.048917358	0.353151102
Tak1	432.7689611	0.148201132	0.143586837	1.032135916	0.302008451	0.771065508
RunxA	67.43470096	0.404262333	0.36255689	1.115031446	0.264836946	0.743217168
CR43838	8.288835303	0.866473611	0.868826265	0.997292147	0.318622724	0.782087098
shakB	929.0396524	0.018772282	0.13578922	0.138245743	0.890046204	0.974830534
CG32507	18.80955781	0.113355547	0.582166314	0.194713339	0.845617369	0.965486742
I-3	8.159794985	-0.303778417	0.82354402	-0.368867249	0.712226676	0.946497054
r-cup	6.177952031	-0.232953854	1.001378662	-0.232633132	0.816046298	0.963638299
CG1532	206.3108929	-0.084532348	0.188000162	-0.44963976	0.652970214	0.933125142
CG1529	32.9455975	0.229165021	0.414254653	0.553198424	0.580127546	0.908831201
